	SP90989	SP117290	SP116797	SP84743	SP84982	SP9816	SP124439	SP107363	SP97194	SP5559	SP28659	SP107439	SP102581	SP23925	SP2293	SP53810	SP52667	SP79243	SP116578	SP121761	SP80754	SP96116	SP102133	SP30113	SP67609	SP116276	SP50097	SP116919	SP114898	SP81312	SP92364	SP125584	SP22031	SP26649	SP84384	SP112907	SP102045	SP85818	SP80615	SP79427	SP111031	SP112290	SP54113	SP29559	SP103894	SP93227	SP77956	SP21400	SP116520	SP112985	SP82103	SP49229	SP114980	SP96118	SP110847	SP16886	SP19295	SP105018	SP99013	SP112947	SP80217	SP116545	SP23502	SP25350	SP125778	SP99325	SP94741	SP49114	SP1305	SP2155	SP90125	SP56553	SP94933	SP62616	SP90629	SP18787	SP116365	SP107784	SP48189	SP102973	SP57189	SP27825	SP17905	SP55235	SP123975	SP111119	SP25494	SP21017	SP98953	SP33688	SP107012	SP5052	SP23775	SP56704	SP59448	SP116676	SP111170	SP63546	SP116819	SP116589	SP93540	SP101670	SP94348	SP103080	SP107076	SP110242	SP125752	SP84392	SP96126	SP95126	SP24135	SP90209	SP59803	SP92659	SP1365	SP57735	SP125746	SP102957	SP3631	SP18310	SP112817	SP112777	DRUP01010025T	CPCT02050439T	CPCT02340026T	CPCT02340014T	DRUP01330020T	CPCT02070336T	CPCT02050424T	CPCT02340081T	CPCT02020865T	DRUP01030028T	CPCT02020597TII	DRUP01340014T	WIDE01010510T	CPCT02100089T	CPCT02080153T	CPCT02020815T	CPCT02120078T	CPCT02450014T	CPCT02020413T	CPCT02070357T	CPCT02070053T	CPCT02010605T	CPCT02100101T	CPCT02040317T	CPCT02030278T	CPCT02250003T	DRUP01030015T	CPCT02050117T	CPCT02070466TII	WIDE01010470T	CPCT02210064T	CPCT02010648T	DRUP01050003T	CPCT02100090T	CPCT02050149T	WIDE01010075T	CPCT02030532T	CPCT02050104T	CPCT02150052T	CPCT02100092T	CPCT02340022T	DRUP01070080T	CPCT02340010T	CPCT02100141T	CPCT02060054T	CPCT02050370T	CPCT02010373T	WIDE01010071T	CPCT02130184T	CPCT02070373T	CPCT02140057T	CPCT02070069TII	DRUP01070015T	CPCT02100044T	CPCT02010408T	CPCT02060291T	DRUP01230001T	WIDE01010539T	CPCT02010486T	CPCT02160034T	WIDE01010016T	CPCT02080120T	CPCT02220045T	CPCT02310006T	CPCT02010786T	CPCT02050170T	CPCT02010530T	DRUP01050017T	CPCT02140107T	CPCT02220047T	CPCT02020476T	CPCT02050385T	CPCT02040113T	CPCT02080273T	CPCT02080045T	CPCT02070436T	CPCT02130170T	DRUP01010022T	CPCT02240008T	CPCT02020436T	CPCT02010523T	CPCT02060033T	CPCT02060246T	CPCT02010772T	CPCT02040329T	CPCT02030430T	CPCT02010715T	CPCT02080110T	CPCT02010662T	CPCT02140012T	CPCT02090019T	CPCT02220023T	CPCT02080294T	CPCT02060224T	DRUP01070038T	WIDE01010565T	WIDE01010404T	CPCT02010579T	DRUP01020002T	CPCT02050390T	CPCT02050349T	CPCT02130140T	CPCT02380029T	DRUP01010078T	DRUP01070009T	CPCT02080157T	CPCT02050192T	WIDE01010208T	CPCT02360007T	CPCT02060265T	CPCT02070192T	CPCT02070058T	CPCT02010505T	CPCT02050211T	CPCT02030451T	CPCT02050089T	CPCT02120032T	WIDE01010228T	CPCT02040299T	CPCT02080078T	CPCT02160058T	CPCT02180009T	CPCT02190055T	CPCT02040280TII	CPCT02130146T	DRUP01010106T	CPCT02020789T	CPCT02020599T	CPCT02060225T	CPCT02010635T	WIDE01010028T	CPCT02110059T	CPCT02180068T	CPCT02020428T	CPCT02390002T	DRUP01340015T	CPCT02010794T	CPCT02090032T	CPCT02370012T	CPCT02070353T
T[Ins(C):R7]A	52	0	0	2	69	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	90	2	1	0	0	0	1	6	103	0	1	1	124	1	0	0	13	0	9	0	0	0	1	63	0	2	0	0	2	0	1	8	3	1	1	1	1	0	0	0	1	1	0	121	57	0	0	0	0	0	139	0	0	4	0	0	1	0	0	0	3	0	0	2	0	115	1	2	24	0	0	2	4	4	1	0	0	0	79	0	53	0	1	162	3	112	3	1	0	82	0	2	1	0	41	0	1	110	0	0	111	8	0	0	345	1	1	1	0	0	0	1	1	0	0	0	0	1233	0	2	0	0	55	1	0	0	1	0	0	9	5	0	107	0	0	24	151	0	0	2	3	70	1	4	0	0	2	0	0	0	1	0	58	1	0	1	29	6	0	1	1	2	0	1	82	26	0	75	0	0	6	2	1	118	2	0	0	36	0	1	4	0	1	0	0	16	0	1	4	2	1	1	0	0	12	1	0	2	0	1	0	73	36	2	1	61	0	2	33	1	59	0	0	87	0	6	14	3	1	0	0	1	1	2	160	1	0	0	0	1	0	0	5	0	1	1	1	0	3	0
T[Ins(C):R7]G	8	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	18	0	0	0	33	0	0	0	3	0	1	0	0	0	0	19	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	40	16	0	0	0	0	1	43	0	0	0	0	1	0	0	1	0	1	0	0	1	0	45	1	0	4	0	0	0	0	1	0	0	0	0	19	0	9	0	0	36	0	32	1	0	1	15	1	1	0	0	20	0	0	34	0	0	26	1	0	0	88	0	0	0	0	0	0	1	0	0	0	0	0	197	0	0	0	1	14	0	0	0	0	0	0	6	1	0	23	0	0	9	52	0	0	0	1	17	0	1	1	0	1	0	0	1	1	0	20	1	0	0	7	1	0	1	0	0	0	0	31	8	0	12	0	0	1	1	0	39	1	0	0	14	0	1	2	0	0	0	0	6	0	0	1	1	0	0	0	0	5	1	0	2	1	0	0	22	12	1	0	15	0	0	12	0	17	0	0	28	0	0	6	2	0	0	0	0	0	1	57	0	0	0	0	0	1	2	1	0	0	0	0	0	3	0
T[Ins(C):R7]T	17	1	0	0	21	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	24	1	1	0	0	0	0	1	31	0	1	0	41	1	0	0	5	0	2	0	0	0	0	26	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	44	25	0	1	0	0	0	57	0	1	0	0	0	0	0	1	0	1	1	0	0	0	43	1	0	15	0	0	0	0	0	2	0	0	0	26	0	18	0	0	57	1	30	1	0	0	33	0	0	0	0	17	0	1	51	0	0	45	1	0	0	122	0	0	0	0	0	0	0	0	0	0	2	0	761	0	1	0	1	22	1	1	0	1	0	0	8	1	0	53	0	0	2	68	1	1	0	1	33	0	1	1	0	0	0	0	0	0	2	23	2	0	0	9	1	0	2	0	0	0	0	27	10	0	21	0	0	2	0	0	35	0	1	0	13	0	0	1	0	0	0	0	14	0	1	1	1	1	0	1	0	11	0	0	0	1	0	0	18	25	0	2	20	0	1	8	0	20	0	0	36	0	1	3	1	1	3	1	1	0	1	50	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0
T[Ins(C):R8]A	34	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	38	0	0	0	1	0	1	1	51	0	2	0	35	1	0	0	4	0	1	0	0	0	0	28	0	2	0	0	1	0	2	5	2	0	0	0	0	0	0	0	1	0	0	46	38	0	1	0	0	0	91	1	1	6	0	2	0	0	1	0	1	0	0	3	0	53	1	1	17	0	0	1	3	0	2	0	0	0	39	0	26	0	0	55	1	45	4	0	0	37	0	0	0	0	26	0	0	38	0	0	57	3	0	1	213	0	2	0	0	0	0	0	1	1	2	0	1	238	0	1	0	3	43	0	0	0	1	0	2	6	3	0	56	0	2	17	107	0	0	0	2	37	0	2	0	0	0	0	0	1	0	0	50	2	0	0	28	8	0	2	1	0	0	0	49	18	0	61	1	0	2	0	0	84	0	0	0	22	0	1	1	1	1	0	0	19	0	0	2	4	0	1	0	0	24	1	0	1	1	1	0	37	47	0	0	35	0	1	19	0	25	0	0	63	0	4	16	4	0	1	0	0	0	0	96	2	0	1	0	0	0	2	8	1	0	0	0	0	3	0
T[Ins(C):R8]G	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	14	0	0	0	0	1	1	0	0	0	0	0	1	0	0	7	0	0	3	0	0	0	0	0	1	0	1	0	1	0	2	0	1	6	0	9	1	0	0	3	0	0	0	0	2	0	0	5	0	0	11	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	9	0	0	0	0	0	0	1	0	0	18	0	0	1	18	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	5	1	1	0	4	1	0	0	1	0	0	0	11	1	0	10	0	0	0	1	0	16	0	0	0	7	0	0	0	0	0	0	0	7	0	1	0	0	0	0	1	0	8	1	0	1	0	0	0	12	6	0	0	8	0	0	5	0	9	0	0	15	0	0	1	0	0	1	0	0	0	0	16	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	7	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	9	0	0	0	13	0	0	0	0	0	1	0	0	0	0	6	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	16	3	0	0	0	1	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	1	1	3	0	0	0	0	2	1	0	0	0	12	0	10	0	0	13	0	10	0	0	0	14	0	0	0	0	8	0	0	12	0	0	13	0	0	1	67	0	0	0	0	0	0	0	1	0	0	0	0	112	0	1	1	1	7	0	0	0	1	1	1	2	1	0	24	0	0	4	35	1	0	0	0	11	1	1	0	1	0	0	0	1	1	0	6	2	1	0	14	3	0	0	0	0	0	0	12	9	0	16	0	0	2	0	1	36	0	0	0	6	0	1	2	0	0	1	1	7	0	0	2	1	0	1	0	0	7	0	0	0	0	0	0	12	14	1	1	13	0	0	8	1	8	0	0	17	0	1	4	2	1	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	18	3	0	40	6	3	40	1	2	0	1	17	0	1	0	10	2	0	0	3	2	6	38	6	4	0	3	0	4	20	47	0	13	0	14	2	6	0	87	0	10	3	5	0	9	68	1	33	0	0	1	1	0	2	3	44	11	8	2	0	0	0	10	1	7	53	31	4	5	3	3	2	87	1	2	3	1	4	0	3	9	1	120	7	1	4	1	46	1	1	17	3	2	3	8	5	9	1	0	1	41	0	29	1	2	52	2	23	8	0	3	63	2	27	0	2	25	4	0	48	3	0	105	12	1	96	91	8	114	0	6	5	5	0	6	1	2	19	11	295	2	9	0	11	53	4	1	4	3	2	3	131	13	1	263	2	1	16	232	170	7	5	58	67	5	17	6	18	14	4	4	2	3	2	70	7	0	20	107	17	2	14	5	1	6	2	68	35	8	93	3	2	18	7	10	101	1	4	6	53	3	4	19	4	7	17	5	31	0	5	31	10	3	14	5	3	41	7	5	12	6	4	8	71	62	23	4	63	1	3	35	3	46	5	4	113	2	15	10	17	6	2	4	5	4	10	95	10	6	5	4	0	9	4	22	0	7	1	10	12	19	2
A[Ins(T):R0]C	1	0	0	1	1	1	2	1	2	0	0	4	0	0	0	13	0	0	0	1	0	1	1	3	2	0	1	0	0	1	4	0	0	0	2	0	0	0	2	0	1	0	5	0	0	4	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	4	0	2	2	0	0	2	1	1	0	0	0	0	0	0	5	0	4	3	1	0	1	0	1	0	1	1	0	3	0	0	1	2	0	0	1	0	1	3	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	5	5	1	4	1	3	0	0	0	0	0	1	8	0	18	1	2	0	0	0	3	0	4	1	1	1	1	0	0	32	0	0	0	25	7	2	0	0	6	1	0	1	1	9	1	1	0	1	0	2	1	0	1	7	1	0	1	0	0	0	1	0	5	1	4	2	0	0	1	5	1	0	3	0	2	0	0	0	0	0	2	4	4	0	0	1	0	0	8	0	0	2	0	0	3	1	1	3	1	2	13	1	3	0	0	6	1	1	0	0	2	0	0	0	2	1	2	1	0	1	3	6	4	0	0	0	0	2	0	3	0	2	1	0	1	1	0
A[Ins(T):R0]G	15	1	0	1	19	1	2	0	1	0	0	8	0	0	0	23	1	0	0	0	0	1	11	8	3	0	0	0	1	12	29	0	8	0	19	0	1	0	94	0	1	2	4	1	4	192	0	17	1	0	2	0	0	1	2	27	3	1	1	0	0	0	1	0	3	36	14	2	3	1	0	1	33	1	0	1	0	2	0	2	12	0	138	6	3	0	0	14	0	1	9	0	0	5	2	0	2	0	0	0	16	0	4	0	3	43	1	28	3	0	0	52	0	10	0	5	4	0	0	40	0	0	36	3	0	4	25	3	12	2	1	1	1	3	0	0	0	21	1	31	1	1	0	0	3	6	2	2	1	1	1	41	3	0	183	0	0	16	924	6	5	0	41	28	2	0	2	1	18	0	2	1	10	2	8	6	1	3	20	2	0	2	2	0	0	1	23	3	4	9	2	2	1	1	11	12	1	3	1	13	2	0	2	0	0	1	5	0	1	2	4	1	1	20	1	1	4	2	1	0	3	0	4	13	23	20	0	13	0	0	18	5	13	0	0	29	0	3	2	3	1	1	2	1	2	20	27	11	0	0	0	0	2	1	1	0	4	14	3	1	0	0
A[Ins(T):R1]A	2	4	0	13	5	0	2	2	14	2	1	4	1	1	1	9	3	0	2	0	1	1	2	6	1	1	1	0	1	1	10	0	4	1	4	3	0	0	27	0	8	8	3	2	5	14	160	4	1	0	3	3	4	0	1	1	2	3	10	1	0	0	6	0	1	24	6	4	5	1	0	5	18	1	3	5	0	2	0	7	4	0	13	8	4	2	1	3	3	1	11	3	3	4	6	0	5	0	0	0	6	2	7	12	1	7	1	6	3	1	3	13	3	2	2	5	3	4	1	10	2	0	12	5	1	37	18	6	18	1	11	3	2	1	0	3	2	9	9	102	5	4	4	3	4	4	1	29	0	1	2	6	5	3	57	3	1	1	41	56	3	0	3	16	3	2	3	6	7	3	35	3	2	1	10	3	1	4	22	5	0	5	5	20	2	3	8	7	4	10	2	3	6	5	2	16	4	4	1	10	1	0	6	1	4	2	3	4	4	3	9	1	2	13	3	3	3	2	0	4	3	3	7	11	13	19	1	20	0	2	13	3	6	4	2	18	2	4	5	7	2	0	1	3	10	9	16	5	5	3	1	1	5	4	3	2	2	3	2	1	10	4
A[Ins(T):R1]C	0	0	0	7	1	0	1	0	7	0	1	1	0	0	0	6	0	0	1	0	0	0	0	1	3	0	3	0	0	0	9	0	1	1	2	0	2	0	8	0	0	6	6	0	2	12	178	1	0	0	2	1	0	0	0	0	3	0	3	2	0	0	1	0	1	9	3	1	2	0	0	2	9	0	2	0	0	1	1	2	0	0	5	2	1	2	3	4	1	2	2	1	3	3	1	1	1	0	0	0	1	0	1	2	0	7	1	1	1	0	1	6	0	2	1	1	3	0	1	4	0	0	5	0	1	4	6	0	9	0	0	0	1	2	0	0	0	7	1	29	1	0	0	0	2	5	0	3	0	0	3	8	0	0	39	1	0	2	46	9	0	0	1	2	0	0	2	3	4	1	7	0	0	1	2	1	1	2	37	1	0	2	0	1	1	1	3	1	1	0	1	1	0	4	1	1	0	0	1	0	0	2	0	3	0	0	2	0	0	2	0	2	2	4	0	0	0	1	0	0	3	1	0	4	2	5	1	6	1	2	6	3	0	2	1	7	0	0	1	1	3	0	0	1	2	4	4	1	1	0	1	0	0	0	1	0	3	3	3	2	1	2
A[Ins(T):R1]G	10	0	0	6	4	0	3	1	17	2	0	2	0	1	0	57	11	0	2	0	1	0	11	43	0	0	6	0	0	3	19	0	0	0	10	0	3	0	21	0	2	9	28	0	1	34	243	3	0	0	0	1	1	2	1	6	0	2	14	1	0	0	2	0	1	33	9	4	3	0	2	13	18	0	1	1	0	0	0	5	37	0	24	41	1	1	3	15	1	1	13	3	2	35	3	6	0	2	0	1	9	1	6	8	5	18	1	5	1	1	0	20	0	4	0	8	4	4	1	14	1	1	21	1	0	8	10	2	16	0	8	0	2	0	1	1	0	74	0	30	3	0	0	0	1	10	1	6	0	0	2	15	0	0	45	0	1	4	87	22	3	1	6	26	2	2	0	2	48	3	31	0	12	1	4	4	1	3	20	1	0	1	0	20	1	1	10	1	13	1	3	0	1	3	15	8	2	2	2	5	1	1	5	0	1	0	24	3	0	3	5	1	1	70	1	0	4	2	0	1	0	1	22	10	10	92	0	32	0	1	15	9	10	1	0	10	0	0	4	2	5	2	1	2	3	69	8	24	1	2	2	0	3	0	4	3	21	1	3	3	2	0
A[Ins(T):R2]A	6	2	0	5	3	1	1	0	24	0	0	0	0	0	0	2	0	0	1	0	0	1	16	1	0	0	1	0	3	0	24	0	3	1	16	3	0	0	13	0	0	6	2	1	3	12	92	6	0	0	2	1	1	2	3	6	4	1	2	3	0	0	3	0	1	41	19	1	2	0	2	0	39	1	2	1	1	2	0	5	5	1	13	5	2	3	2	16	2	2	15	3	3	2	3	2	2	1	0	0	13	0	14	7	2	28	0	22	5	0	1	10	0	4	2	0	8	7	1	22	0	0	22	3	3	9	27	4	11	0	15	2	1	1	0	1	1	5	3	126	2	1	0	4	15	1	0	79	0	0	2	12	4	0	53	0	0	8	50	18	2	0	5	36	1	5	4	1	5	3	8	1	3	3	20	2	0	2	22	7	0	12	0	4	1	2	21	9	3	18	3	2	11	3	0	23	2	0	1	15	1	3	9	4	1	13	2	6	1	2	11	1	0	7	1	1	7	3	3	2	2	3	2	13	22	4	2	28	0	0	24	0	18	0	0	19	1	1	1	1	0	2	1	0	3	7	25	3	3	2	0	1	4	3	2	0	0	1	3	1	5	0
A[Ins(T):R2]C	4	0	0	2	6	0	1	3	6	1	0	1	0	0	1	1	1	0	1	0	1	1	8	2	0	0	1	0	1	3	7	0	3	0	4	1	0	0	8	0	0	4	2	0	1	14	112	2	1	0	0	1	2	0	0	1	2	1	1	2	0	0	1	0	0	44	10	1	1	0	1	0	18	0	0	1	0	1	0	6	2	0	6	2	0	1	3	8	0	0	11	0	1	3	1	0	0	0	0	0	3	1	5	8	3	14	0	12	2	1	0	10	0	1	0	1	11	5	0	11	3	1	8	1	0	3	5	0	24	0	4	0	1	0	0	0	1	3	5	42	2	0	0	2	2	0	1	2	0	0	0	3	1	1	22	1	0	1	32	6	2	0	0	30	1	1	2	3	2	0	8	0	0	1	7	3	1	2	73	1	0	0	1	3	1	1	15	2	0	3	2	1	1	1	3	11	1	0	0	4	1	2	0	0	0	0	1	2	0	2	1	2	0	3	0	0	4	0	0	1	2	0	0	4	8	2	1	7	0	0	7	2	12	0	0	7	2	2	0	0	1	1	0	1	1	0	11	0	2	1	0	0	0	1	0	0	1	2	1	2	3	0
A[Ins(T):R2]G	16	2	0	3	18	0	2	0	21	0	0	0	0	0	0	92	7	0	1	1	2	2	23	21	0	0	6	0	0	2	37	0	0	0	45	3	0	0	30	0	2	4	37	0	0	73	103	6	1	0	3	2	2	11	1	10	1	5	0	0	0	0	2	0	0	129	25	3	2	0	0	19	72	1	0	0	0	5	0	8	59	0	39	57	0	3	1	34	3	0	47	1	0	17	6	2	0	0	0	1	33	1	12	11	5	59	2	47	0	0	0	34	2	4	0	10	39	10	0	57	0	0	48	4	1	4	27	5	5	0	11	1	1	1	1	0	1	129	1	75	3	4	0	1	6	20	0	15	2	0	2	13	2	0	53	0	0	15	132	5	1	1	4	82	1	2	1	1	78	0	8	1	21	1	56	5	0	1	19	2	0	7	1	3	3	2	36	7	27	11	0	0	4	0	13	30	1	0	0	20	0	2	4	1	0	0	24	6	0	1	1	0	0	94	1	0	12	1	0	3	1	0	34	15	26	115	1	38	0	0	34	15	33	2	0	33	1	6	3	2	5	0	2	1	6	99	26	48	1	2	1	0	1	0	2	1	22	0	0	0	3	2
A[Ins(T):R3]A	13	2	0	3	9	0	2	0	12	2	0	1	0	1	0	6	0	0	0	0	2	1	12	5	0	0	1	0	0	4	19	0	1	1	10	1	1	0	24	0	2	2	4	0	1	27	84	2	0	0	0	1	1	4	1	9	8	1	1	1	0	0	0	0	1	29	11	2	1	0	0	1	41	0	0	2	0	6	0	3	4	0	31	1	2	1	1	24	4	1	23	0	0	0	4	3	0	0	0	0	20	1	13	1	2	34	1	17	5	0	0	27	0	4	0	0	10	3	1	21	0	0	31	4	1	2	17	2	14	0	7	0	1	1	0	2	0	8	1	121	2	1	2	1	13	0	2	10	2	2	3	24	3	0	61	1	0	8	101	3	3	1	7	29	0	3	4	3	6	2	5	1	1	0	14	3	1	5	16	2	0	7	1	3	0	1	15	6	3	19	1	2	7	1	5	16	1	3	1	7	0	1	4	2	0	8	4	8	0	0	9	4	0	4	0	0	8	3	1	2	0	0	1	17	8	8	3	12	1	0	15	2	18	0	0	20	1	4	3	3	2	1	0	0	6	5	13	2	1	1	0	1	3	2	2	0	2	0	2	0	4	1
A[Ins(T):R3]C	3	0	0	2	1	1	4	0	4	0	2	1	0	0	2	1	0	0	0	0	1	0	11	1	0	0	1	0	2	3	14	0	2	0	16	2	0	0	8	0	0	2	2	0	0	24	73	2	0	0	0	2	1	2	0	5	2	1	1	0	0	0	0	0	1	65	11	0	2	0	0	1	34	0	0	2	0	1	1	3	0	0	19	0	0	2	1	17	2	0	21	0	2	1	2	1	0	0	0	0	9	0	10	0	1	20	0	15	2	0	0	18	0	1	2	0	7	4	0	21	0	0	7	2	1	2	8	5	20	0	5	0	2	0	1	0	0	3	0	45	1	1	0	0	3	1	0	0	1	0	1	17	1	0	32	0	1	1	45	4	1	0	5	33	0	0	0	2	1	1	3	1	0	0	22	2	1	0	32	2	0	1	0	3	1	0	16	4	1	1	0	3	1	2	0	11	1	0	0	6	3	0	1	0	1	0	0	1	0	0	0	3	0	1	0	1	2	0	0	0	0	0	1	8	9	6	1	12	0	1	11	1	10	2	0	11	1	0	5	0	0	0	1	1	4	1	10	1	2	1	2	0	1	0	2	0	0	0	2	0	1	0
A[Ins(T):R3]G	7	3	0	4	9	0	2	0	8	1	0	0	0	0	0	43	4	0	0	1	1	0	21	26	2	0	3	0	1	6	27	0	1	0	14	1	4	0	42	0	1	4	17	0	0	65	68	8	0	0	1	1	1	1	1	9	3	2	3	0	0	0	2	0	0	91	19	3	0	0	1	16	44	1	0	0	0	3	0	3	30	0	44	16	0	4	1	38	0	0	26	0	0	17	6	1	2	1	0	1	18	2	8	5	3	29	1	31	5	0	0	35	0	2	0	7	21	2	0	19	1	0	32	2	1	2	17	1	3	0	6	1	0	0	1	0	0	57	1	46	3	0	0	0	2	7	0	4	1	1	1	20	0	0	63	1	0	5	120	1	1	0	2	38	1	2	2	3	40	1	7	0	13	0	20	2	0	1	11	1	0	5	0	2	0	0	33	6	10	8	0	0	4	4	10	25	1	0	0	14	0	0	7	0	0	0	20	2	1	4	2	1	1	42	0	0	7	1	0	0	0	1	14	12	13	72	1	23	0	0	21	4	22	0	0	13	0	5	5	0	6	1	0	1	2	55	9	24	1	1	2	1	1	1	3	0	16	1	1	2	1	1
A[Ins(T):R4]A	29	3	0	5	23	1	1	0	7	2	2	0	0	0	2	1	0	0	1	0	3	1	64	1	0	0	2	0	2	20	68	0	12	0	80	2	0	0	95	0	4	4	1	1	0	232	41	17	0	0	4	3	1	11	4	34	22	4	1	0	0	0	1	0	4	91	41	1	0	1	0	2	123	0	0	4	0	2	0	4	3	0	152	2	3	3	5	72	0	0	33	2	1	2	10	6	2	0	0	0	51	0	35	5	0	98	1	65	5	0	0	183	2	14	1	0	30	0	1	92	0	0	113	12	0	2	56	3	7	1	5	3	2	0	4	0	0	5	2	1354	1	2	2	2	10	3	1	0	1	1	1	119	6	0	371	1	2	12	632	2	5	0	17	66	1	2	0	3	1	2	3	1	1	5	26	3	1	1	21	2	1	4	1	0	0	1	52	9	2	32	2	1	5	0	3	46	0	4	0	24	0	0	13	2	1	3	1	7	0	1	4	4	0	5	0	0	9	0	2	3	1	1	3	42	25	5	1	50	0	0	29	2	28	0	0	56	0	3	10	3	1	1	1	0	0	4	67	0	2	0	0	1	2	2	6	1	1	1	3	0	2	1
