MutationType	SP101845	SP101682	SP61553	SP101724	SP102103	SP102174	SP101622	SP102161	SP101654	SP102074	SP101694	SP101616	SP101666	SP101558	SP102096	SP102084	SP101580	SP102064	SP101564	SP101921	SP101648	SP101628	SP101708	SP102055	SP101634	SP101588	SP101584	SP101686	SP101532	SP101732	SP101528	SP101536	SP101576	SP102015	SP102168	SP101716	SP101592	SP101658	SP102045	SP101552	SP101519	SP101690	SP102123	SP101662	SP101600	SP101544	SP102133	SP101881	SP102035	SP101642	SP101596	SP101670	SP101674	SP101572	SP101678	SP101740	SP101700	SP101891	SP102143	SP102113	SP101521	SP101526	SP101540	SP101604	SP101548	SP101523	SP102090	SP101795	SP102187	SP101515	SP101931	SP101610	SP61703	SP59707	SP68659	SP62616	SP59761	SP66960	SP61453	SP63796	SP69155	SP59950	SP59938	SP64976	SP64296	SP65807	SP59803	SP66159	SP63356	SP68348	SP62450	SP67428	SP61713	SP68725	SP67609	SP62110	SP64546	SP63546	SP60322	SP60243	SP63966	SP60362	SP69077	SP67346	SP66687	SP63716	SP65376	SP61343	SP60001	SP59860	SP60610	SP64036	SP60842
G[Ins(T):R7]A	4	2	3	1	3	0	0	0	2	1	1	2	1	0	2	4	1	1	1	3	1	0	0	0	2	1	1	0	0	2	0	1	2	3	2	5	0	1	2	2	1	1	0	1	2	1	290	1	0	1	2	0	0	1	4	0	0	2	0	0	1	1	2	1	1	1	0	0	0	0	1	1	2	1	0	1	1	2	0	0	0	3	0	0	1	3	0	0	3	4	1	0	0	0	1	1	2	1	3	1	0	1	0	4	3	2	0	1	0	2	2	3	1
G[Ins(T):R7]C	1	1	2	0	1	2	1	0	2	1	3	7	1	2	1	2	0	0	1	1	2	0	0	0	0	2	0	0	1	0	0	1	0	1	1	1	1	0	3	0	7	2	2	0	0	1	282	0	2	2	3	0	0	1	1	0	0	0	0	0	4	2	3	1	1	0	1	0	0	0	0	1	4	3	0	1	2	3	0	0	1	1	0	1	1	1	2	3	1	2	0	0	0	0	0	0	0	2	0	1	2	1	0	1	1	0	1	1	0	1	0	1	1
G[Ins(T):R7]G	3	3	6	4	0	2	0	1	3	0	4	3	1	0	5	1	1	0	2	0	0	0	0	2	0	1	0	1	0	5	2	0	2	0	2	7	3	2	3	0	6	1	1	2	2	2	454	0	2	1	3	2	0	1	2	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	2	1	0	0	1	0	2	1	0	2	0	1	0	0	1	4	1	4	1	0	3	0	4	0	1	3	0	0	6	2	1	2	2	1	1	3	2	2	0	5	1
G[Ins(T):R8]A	1	2	0	4	1	1	0	0	0	0	1	3	1	1	1	2	0	1	0	2	0	0	0	1	1	2	0	1	1	0	0	0	1	1	0	3	1	0	4	1	1	0	1	1	0	0	335	2	0	1	0	1	0	0	2	4	1	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	2	1	2	0	0	0	1	1	0	1	0	1	1	0	3	1	1	1	0	0	0	0	0	2	2	0	1	1	2	2	0	1	6	1	1	2	0	1	1	3	2
G[Ins(T):R8]C	0	2	3	0	0	0	0	0	3	1	1	4	3	2	1	4	2	2	1	1	1	1	2	2	1	0	1	1	2	2	1	1	1	0	1	3	0	1	0	0	4	1	1	1	2	0	300	1	0	1	1	1	0	1	0	0	1	0	1	1	3	2	1	0	0	0	0	1	1	1	4	0	2	2	2	1	1	4	0	2	2	1	0	1	0	0	1	0	2	3	2	0	1	0	2	0	2	0	0	0	3	1	0	0	2	2	0	2	1	4	0	3	1
G[Ins(T):R8]G	4	2	2	3	1	2	0	2	2	1	1	3	0	2	2	1	1	1	1	1	0	0	1	2	1	0	0	0	1	0	0	2	1	0	1	5	2	3	2	0	1	0	2	2	2	0	491	1	0	2	2	4	0	0	0	1	2	0	0	2	2	1	6	2	1	1	0	2	0	0	3	1	2	1	1	1	4	3	2	2	0	3	3	1	2	2	3	1	4	4	2	1	2	1	0	1	1	0	0	2	4	3	0	0	4	5	1	0	1	1	4	2	0
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	1	5	3	1	1	2	1	1	3	3	7	1	1	0	4	4	0	2	3	4	2	2	2	4	4	5	6	9	3	2	1	2	2	2	1	3	1	1	2	4	1	7	2	1	0	2	5	2	3	1	2	1	2	1	1	3	0	1	2	1	2	5	2	5	1	3	2	1	1	3	7	0	3	3	1	2	0	1	1	1	1	7	2	4	5	4	5	5	1	1	0	3	2	2	7	5	2	3	3	1	5	0	5	6	4	1	4	0	5	5	3	2	0
Del3:U1:R1	0	1	1	2	0	1	0	0	2	1	3	1	1	0	1	0	0	0	1	0	2	0	0	0	2	2	0	0	0	1	0	1	0	3	1	1	0	0	1	1	1	1	0	0	2	3	0	0	0	1	1	1	0	0	1	5	1	2	0	1	0	1	0	0	1	0	1	2	0	0	1	0	1	0	2	1	2	0	2	0	0	3	1	1	2	1	0	2	0	3	1	0	0	2	5	0	1	0	0	1	2	0	1	1	2	0	3	0	5	2	0	0	0
Del4:U1:R1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	2	1	1	1	1	3	0	1	2	0	2	2	1	0	0	1	1	1	3	3	0	1	0	1	2	0	1	0	0	0	1	3	0	1	1	1	0	0	0	2	1	3	0	0	1	0	0	1	0	2	2	0	1	0	1	1	4	1	0	0	0	1	1	1	2	1	0	1	0	0	1	1	1	1	1	2	1	0	1	0	1	1
Del5:U1:R1	3	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	3	3	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	2	1	0	6	2	0	0	0	2	1	0	0	2	0	0	1	0	1	0	0	2	0
Del6:U1:R1	2	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	3	0	0	0	0	0	1	1	0	6	0	0	0	1	1	0	1	0	1	1	4	2	0	0	0	0	5	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	1	0	2	3	0	0	0	1	0	0	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	1
Del7:U1:R1	1	1	0	2	1	1	0	1	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	1	1	3	0	0	0	0	4	3	0	1	0	0	0	0	1	1	5	5	0	1	1	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	4	0	1	0	3	1	1	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0
Del8:U1:R1	0	0	0	1	0	1	3	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	2	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	2	1	0	4	0	1	0	0	0	4	1	0	2	0	0	0	0	0	0	0	1	1	0	0	3	0	2	0	0	1	1
Del9:U1:R1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	5	0	1	0	0	4	4	0	0	0	2	1	0	0	0	1	2	0	3	0	0	1	0	2	0	1	0	0	1	1	1	1	2	0	0	0	1	4	0	0	0	0	3	1	0	0	0	0	0	0	0	2	2	0	1	0	3	0	0	2	0	3	1	2	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	1
Del(10,):U1:R1	18	0	0	2	3	3	15	3	2	4	3	3	9	16	0	3	10	21	0	1	7	5	1	0	11	2	4	2	16	18	2	1	0	24	4	2	2	1	29	23	3	7	3	6	2	3	5	17	23	28	2	18	11	1	19	63	11	28	19	6	3	2	1	6	10	15	3	33	8	8	12	19	6	1	9	14	2	5	1	1	0	4	6	2	16	25	2	17	3	14	2	8	22	6	19	5	12	3	7	13	3	0	53	5	1	1	29	1	14	5	0	16	14
Del2:U(2,):R1	4	5	1	6	7	7	3	3	8	3	3	6	3	2	2	3	2	5	2	2	2	0	3	4	5	1	3	1	4	3	0	2	5	4	1	2	1	0	16	10	1	5	2	5	1	3	4	7	6	6	5	6	1	3	4	6	3	6	6	3	2	3	4	3	3	2	4	3	3	3	6	3	6	2	0	6	2	1	1	1	4	10	4	3	3	2	4	7	2	9	0	3	1	0	8	6	2	2	3	3	5	4	2	6	1	0	6	2	5	10	2	0	3
Del3:U(2,):R1	4	2	1	4	3	1	0	1	4	1	2	0	3	2	4	1	1	0	2	1	2	0	0	1	2	1	3	0	3	3	1	3	2	2	1	3	3	0	7	3	1	3	3	1	1	2	1	4	2	6	1	7	0	2	3	3	3	3	3	0	1	1	2	0	5	3	4	5	2	1	5	3	7	0	1	5	2	0	0	1	0	9	0	3	4	3	3	8	2	6	1	6	1	1	4	6	2	2	1	3	1	1	1	1	2	2	3	4	0	6	1	1	1
Del4:U(2,):R1	2	4	0	3	0	0	2	3	1	0	0	3	0	1	3	4	0	4	0	0	3	0	2	0	1	0	1	1	0	5	2	2	3	3	1	1	1	1	13	6	0	5	1	3	0	3	1	1	3	12	2	4	1	0	2	5	0	5	3	3	3	3	2	1	1	2	0	2	0	0	1	1	3	0	1	3	3	1	0	1	1	7	2	0	3	1	0	7	2	1	1	5	3	2	10	5	0	1	1	0	0	0	2	4	0	0	2	3	3	5	0	2	1
Del5:U(2,):R1	3	1	0	3	2	2	0	3	1	0	1	0	0	1	0	1	1	0	0	0	2	0	1	0	1	0	0	1	2	4	0	1	5	2	0	3	0	0	3	6	3	1	3	1	0	2	1	2	6	2	1	5	1	0	2	4	2	2	6	3	2	5	1	0	2	0	0	2	2	0	4	2	0	0	0	3	0	1	1	1	0	2	1	1	1	6	0	8	4	9	0	2	0	0	6	3	2	0	2	0	3	0	3	1	0	0	3	1	2	1	0	1	0
Del6:U(2,):R1	0	1	1	3	1	2	0	0	1	0	0	2	0	1	1	0	0	3	2	1	0	0	0	1	4	0	1	0	2	2	0	0	0	3	0	2	2	0	10	4	0	2	1	1	1	0	0	2	1	4	2	5	0	1	2	7	0	1	1	2	0	1	1	1	4	1	0	2	0	0	4	0	5	0	1	7	0	1	1	0	0	2	2	0	2	2	0	2	3	2	1	1	2	0	6	0	2	0	3	0	1	1	5	0	0	0	4	0	7	3	0	0	3
Del7:U(2,):R1	4	0	1	1	0	0	2	1	1	0	0	0	1	2	1	1	1	1	0	0	2	0	0	1	5	2	0	0	0	1	0	1	1	3	0	0	0	0	8	7	0	2	0	0	0	0	0	2	3	5	0	7	2	0	2	4	0	0	5	4	0	3	0	0	0	1	0	0	0	0	6	3	1	0	2	3	1	0	0	1	0	0	1	1	2	2	4	5	1	5	1	2	3	1	6	0	2	1	0	1	1	0	4	0	1	0	0	1	3	1	0	5	0
Del8:U(2,):R1	3	0	0	1	0	1	2	1	2	0	2	1	1	3	1	1	2	2	0	0	2	2	1	0	0	0	0	0	1	4	1	0	1	3	0	0	0	0	4	1	3	1	1	2	0	0	1	1	2	3	1	7	3	1	2	7	1	0	2	3	0	2	0	1	2	0	0	0	2	2	1	1	5	0	0	5	0	0	1	0	0	2	1	0	0	5	2	7	4	3	0	3	4	3	3	1	1	2	0	2	0	0	2	3	1	1	3	0	2	2	0	3	0
Del9:U(2,):R1	1	0	0	2	0	1	2	2	0	0	4	2	2	2	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	3	2	0	1	0	0	7	1	0	1	1	2	0	0	2	1	3	4	0	3	2	0	2	8	0	3	3	0	0	2	0	1	0	1	0	1	0	1	4	1	0	1	1	4	1	0	0	0	0	2	1	0	2	2	1	5	2	3	0	2	1	0	5	0	1	0	0	0	2	1	3	0	0	1	1	1	0	2	0	2	1
Del(10,):U(2,):R1	29	4	2	10	1	8	51	11	4	5	6	3	19	32	10	7	19	41	3	1	23	7	1	0	27	5	7	2	41	27	1	4	5	53	3	10	4	1	65	62	6	15	5	15	6	3	6	51	43	60	3	55	23	4	56	151	44	58	50	34	3	11	4	19	14	32	6	46	25	22	20	38	9	3	47	40	5	7	4	4	4	23	24	4	48	41	16	39	11	45	7	29	47	21	61	9	23	3	11	36	7	3	88	8	2	2	74	7	32	9	1	61	14
Del2:U1:R3	2	0	0	1	0	1	1	3	4	2	0	1	0	0	1	2	0	3	1	3	2	2	1	2	0	1	6	2	0	2	0	2	5	1	2	4	3	3	6	1	1	5	2	2	1	2	4	2	2	2	2	2	0	3	3	4	1	2	1	0	1	8	4	3	1	3	0	2	0	1	3	1	2	1	1	0	1	2	1	1	0	7	1	2	3	3	3	4	1	2	0	2	3	2	7	3	0	1	0	0	4	0	3	2	1	1	3	1	1	8	0	0	1
Del2:U1:R4	2	1	1	1	0	2	1	0	4	2	1	0	2	2	3	1	1	0	2	1	1	0	0	0	0	1	3	0	1	3	0	3	1	0	1	1	0	0	1	2	2	0	1	2	1	1	3	1	0	1	2	2	0	1	2	3	0	1	0	2	0	2	1	0	0	0	0	2	1	1	1	1	2	1	0	1	0	1	2	1	0	3	0	1	1	3	0	0	2	2	1	0	2	3	4	4	0	2	1	1	1	1	1	0	0	2	0	1	1	3	1	1	0
Del2:U1:R(5,9)	1	2	1	1	1	2	0	2	5	0	1	2	3	0	2	0	2	0	0	1	1	0	1	1	0	2	1	0	0	1	2	0	1	2	0	2	0	0	4	5	1	3	1	0	0	0	9	2	2	1	0	2	0	1	0	3	0	5	0	0	1	3	3	1	2	0	2	2	4	0	1	4	1	1	0	2	0	0	1	3	0	2	0	1	1	2	2	4	0	1	1	3	0	1	1	3	1	2	1	0	5	1	1	1	1	1	1	2	4	2	0	1	2
Del2:U2:R2	4	8	8	4	6	8	7	5	15	2	10	5	3	4	8	4	6	5	4	8	4	4	5	2	3	4	9	4	8	6	6	4	5	9	9	9	2	2	13	13	6	6	7	0	1	3	17	5	4	13	4	8	4	3	7	8	7	8	2	6	8	9	8	0	3	9	9	2	1	1	8	1	10	3	3	12	8	4	4	3	3	21	1	3	4	5	12	16	5	6	3	4	6	3	10	11	2	8	0	7	11	5	8	10	3	3	6	4	7	21	2	5	3
Del2:U2:R3	3	2	0	5	3	2	3	1	2	1	7	2	2	0	3	4	0	0	1	2	2	0	1	1	0	2	3	3	0	1	0	1	1	1	0	2	3	0	5	3	2	4	1	0	1	2	5	3	0	5	0	2	0	0	0	1	0	4	0	0	1	0	3	1	4	1	5	3	1	0	2	2	1	1	1	4	1	5	0	0	0	2	2	0	1	0	3	2	1	0	2	1	2	0	4	7	0	2	0	1	4	1	2	1	2	1	3	1	3	5	1	1	4
Del2:U2:R4	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	2	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	1	1	0	2	0	0	2	0	1	0	1	11	0	0	0	0	1	0	0	1	1	0	1	0	0	1	3	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	4	1	1	2	0	0	0	0	1	2	0	0	0	0	0	3	0	0	0
Del2:U2:R(5,9)	2	1	2	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	2	0	1	1	0	0	0	0	1	0	3	0	0	5	0	0	0	0	0	0	1	59	0	1	1	0	0	0	0	0	2	1	2	2	0	0	1	1	0	0	0	1	0	1	0	1	1	11	8	1	2	3	1	5	0	0	3	0	0	5	0	8	9	6	2	1	1	10	0	4	4	0	2	1	1	0	8	4	4	2	0	5	0	1	5	5	1	4
Del3:U1:R4	1	0	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Del3:U1:R(5,9)	0	1	1	1	0	2	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1
Del3:U3:R2	6	12	2	12	6	6	6	6	14	4	8	6	3	1	6	7	6	2	4	8	4	4	5	2	4	10	7	8	6	10	2	6	5	8	6	16	4	1	13	8	1	9	7	5	2	7	16	3	4	11	6	6	2	5	4	15	2	11	5	1	4	9	10	4	7	2	10	6	4	4	11	3	5	1	3	7	6	5	5	3	1	18	3	4	6	6	14	11	8	8	6	9	1	7	9	19	3	6	2	4	10	1	8	18	8	3	5	5	6	12	5	3	5
Del3:U3:R3	4	3	0	3	2	2	0	2	2	1	3	1	0	0	5	3	1	3	0	4	1	0	0	2	1	3	6	2	2	1	0	0	1	0	0	2	1	1	1	0	0	2	3	1	2	0	6	2	1	3	3	1	1	0	0	1	1	7	1	1	0	3	1	2	0	1	3	2	0	2	3	0	5	0	3	3	2	0	1	0	0	3	2	2	0	0	3	1	5	0	0	2	0	1	2	6	0	0	0	1	2	0	2	2	5	1	2	2	5	1	1	0	0
Del3:U3:R4	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	1
Del3:U3:R(5,9)	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	2	0	0	1	1	2	4	3	1	1	1	0	0	3	2	0	1	0	1	4	2	3	0	0	1	2	0	0	7	3	0	0
Del4:U1:R(5,9)	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1
Del4:U2:R3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
Del4:U2:R4	0	2	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
Del4:U2:R(5,9)	0	1	0	1	2	0	2	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	2	1	0	1	2	1	0	0	1	0	0	0	1	0
Del4:U4:R2	4	9	3	4	2	1	4	9	15	2	4	3	2	2	8	8	5	8	1	2	5	3	4	4	1	11	6	2	6	7	3	7	4	5	3	7	2	0	9	4	4	8	2	1	2	3	8	5	4	11	8	3	3	1	6	4	1	10	4	4	5	9	2	5	1	2	6	1	4	2	6	4	1	5	2	5	6	13	3	2	0	17	1	2	7	2	13	11	6	6	3	7	7	4	7	9	2	3	4	1	16	2	8	4	3	1	5	3	7	6	4	3	2
Del4:U4:R3	0	3	0	0	0	1	0	2	2	0	2	2	2	0	0	0	2	0	1	0	0	0	0	1	0	1	2	1	0	1	1	1	1	1	1	3	2	0	2	0	0	2	0	2	0	0	3	0	2	3	2	0	0	1	1	1	0	0	2	1	0	1	1	2	0	0	2	1	0	2	0	0	1	1	0	2	0	1	0	0	1	3	0	0	0	0	3	0	0	0	1	1	0	0	3	1	0	2	1	0	5	0	2	2	2	1	0	0	0	1	0	1	0
Del4:U4:R4	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	1	0	3	1	1	1	0	2	0	0	0	0	0	0	1	1	0	1	0	1	2	1	0	1	1	0	0	2	0	0	0
Del4:U4:R(5,9)	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	1	2	0	0	0	1	0	0	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0
Del5:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Del5:U5:R2	1	2	0	3	0	1	2	0	4	2	1	0	2	0	1	0	0	1	0	0	1	0	0	0	1	0	3	1	2	1	0	4	4	0	0	2	1	0	2	3	0	0	1	1	0	1	0	1	2	1	3	3	0	0	1	3	1	2	1	1	1	2	2	1	1	1	2	2	1	0	2	1	0	2	0	0	1	0	0	0	0	2	1	2	2	2	2	4	0	4	1	6	1	0	2	1	1	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0
Del5:U5:R3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Del5:U5:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Del5:U5:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
