MutationType	CPCT02020389T	CPCT02080033T	CPCT02060156T	DRUP01340014T	DRUP01010121T	CPCT02130034T	CPCT02260015T	CPCT02220071T	CPCT02010710T	CPCT02340068T	CPCT02130050T	DRUP01060016T	CPCT02260017T	CPCT02020682T	DRUP01030013T	CPCT02130059T	WIDE01010296T	CPCT02380044T	CPCT02060117T	CPCT02080220T	CPCT02210056T	CPCT02020734T	CPCT02020716T	CPCT02080226T	DRUP01080014T	DRUP01270003T	CPCT02190044T	CPCT02130131T	CPCT02220054T	CPCT02330075T	CPCT02130134T	CPCT02130148T	CPCT02070381T	DRUP01070053T	DRUP01060025T	DRUP01100007T	CPCT02380019T	CPCT02020598T	DRUP01070059T	CPCT02080152T	CPCT02070406T	CPCT02450002T	DRUP01070024T	DRUP01060027T	CPCT02030381T	DRUP01220005T	CPCT02370010T	CPCT02020623T	CPCT02290023T	DRUP01010022T	CPCT02070159T	CPCT02030354T	CPCT02020565T	CPCT02060114T	CPCT02060118T	CPCT02220002T	DRUP01030002T	CPCT02070060T	CPCT02030320T	CPCT02060035T	CPCT02070110T	CPCT02020492T	CPCT02030327T	CPCT02020503T	CPCT02380029T	CPCT02020636T	CPCT02130013T	DRUP01110002T	WIDE01010639T	DRUP01010167T	WIDE01010570T
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	4	1	11	1	5	3	3	6	5	3	3	4	3	4	15	9	6	5	0	0	1	4	1	3	3	9	2	4	4	4	5	10	0	0	9	2	5	0	2	6	8	2	3	2	2	2	8	2	8	19	2	1	4	4	4	1	1	8	3	3	3	2	1	10	21	7	5	10	1	9	5
Del3:U1:R1	0	1	0	0	2	1	3	3	0	0	1	4	1	1	13	1	0	0	1	1	1	0	1	2	6	0	2	0	0	4	1	1	1	1	4	0	3	2	1	1	3	0	0	1	5	1	4	1	3	26	1	0	2	0	0	0	0	3	3	0	1	1	1	7	28	4	4	27	1	8	0
Del4:U1:R1	0	0	1	0	1	1	0	1	0	2	1	1	2	1	4	1	5	2	1	0	2	2	2	2	4	1	0	0	1	1	0	2	0	1	5	0	3	0	0	1	0	1	1	1	5	2	4	0	3	8	0	0	0	2	0	0	1	3	0	0	1	2	0	4	12	2	5	9	0	4	2
Del5:U1:R1	0	0	2	0	0	1	2	1	0	1	4	0	0	1	6	0	8	0	0	1	1	1	1	0	2	0	0	1	2	0	1	0	0	2	5	1	3	1	1	1	2	0	1	0	3	1	5	1	1	3	1	0	0	0	3	0	1	1	0	1	0	0	0	4	4	4	1	7	0	2	0
Del6:U1:R1	0	1	3	0	0	2	3	1	1	0	2	1	1	0	4	0	0	1	0	0	0	2	0	0	5	2	0	0	0	0	1	0	0	0	9	0	0	0	0	2	0	0	0	1	3	0	9	0	0	0	0	0	2	1	3	2	0	3	1	0	0	1	0	5	0	2	1	5	1	0	0
Del7:U1:R1	0	0	2	0	1	2	1	0	0	1	2	2	0	1	6	1	2	4	1	2	3	0	0	0	3	0	1	0	0	0	4	0	0	1	2	0	0	2	1	2	0	0	1	4	1	0	3	1	1	0	0	1	1	2	1	1	0	2	0	0	0	1	0	4	2	0	1	1	0	0	0
Del8:U1:R1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	4	0	3	1	0	0	1	0	0	0	0	0	1	0	1	0	4	1	2	1	4	1	1	0	3	1	0	1	2	1	1	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0
Del9:U1:R1	0	1	0	0	0	3	1	2	0	0	1	1	0	0	4	1	3	0	1	0	1	1	0	0	1	0	2	0	0	1	0	2	0	1	4	1	1	1	0	1	1	0	0	1	1	0	6	1	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0
Del(10,):U1:R1	1	4	5	0	2	1	17	0	3	5	6	16	1	5	22	1	13	4	1	2	1	5	2	1	2	0	2	1	6	2	11	2	4	6	34	2	3	6	3	2	1	4	3	20	5	5	33	7	6	0	2	0	2	12	5	2	4	14	3	1	3	6	0	7	2	10	18	3	2	2	2
Del2:U(2,):R1	3	4	10	3	9	3	10	35	4	3	2	8	10	5	111	7	13	11	5	4	3	0	1	5	41	5	4	1	7	6	2	2	1	4	13	4	14	2	2	39	9	6	7	12	7	8	16	4	11	91	7	3	2	4	3	7	3	15	8	5	8	12	6	19	201	13	6	255	2	72	5
Del3:U(2,):R1	1	2	2	1	0	4	11	7	2	1	3	4	4	2	29	4	8	1	0	1	2	2	0	5	10	2	1	2	2	4	1	2	0	1	8	3	3	0	1	6	3	5	3	5	4	2	8	1	8	27	1	0	1	3	2	2	3	8	2	1	2	5	2	9	39	10	12	39	1	16	0
Del4:U(2,):R1	0	1	1	1	1	2	5	4	2	1	1	3	3	3	9	3	11	4	1	1	3	3	0	5	5	3	1	0	1	3	3	3	2	2	10	0	0	1	3	5	5	3	0	5	6	4	10	2	3	9	1	3	1	3	3	1	2	7	2	0	0	8	0	6	14	3	8	12	0	8	3
Del5:U(2,):R1	1	3	5	0	1	3	7	5	3	1	8	15	1	4	14	2	8	5	5	4	3	2	0	0	5	2	4	2	2	4	2	1	1	2	13	4	0	4	1	8	1	2	2	3	0	0	13	2	2	8	3	1	0	8	4	0	0	2	4	0	4	8	2	9	8	8	7	15	1	5	0
Del6:U(2,):R1	0	3	3	0	0	1	10	1	3	1	5	8	4	1	14	3	5	1	3	4	1	2	1	2	3	0	2	0	0	4	3	3	3	2	9	1	2	5	1	1	0	1	4	0	8	0	18	0	2	3	5	0	0	10	3	1	2	4	3	2	2	6	0	8	5	6	4	6	1	3	0
Del7:U(2,):R1	2	1	2	0	0	2	7	2	2	0	2	5	3	1	11	2	5	1	2	4	1	5	1	2	4	0	3	0	1	4	3	1	1	8	10	2	4	2	2	1	3	1	2	5	3	0	10	1	3	3	1	1	1	3	3	0	1	6	0	0	3	3	0	3	4	4	5	4	0	2	0
Del8:U(2,):R1	1	2	3	0	0	1	3	2	1	0	4	4	2	3	10	3	10	3	2	3	1	5	4	1	2	0	0	1	3	3	2	2	0	5	11	0	3	3	0	2	0	4	2	4	3	0	9	1	4	0	1	0	2	2	5	0	3	3	1	1	2	3	1	9	1	1	5	2	0	0	1
Del9:U(2,):R1	0	0	5	1	0	0	7	1	1	1	6	1	0	2	3	3	7	1	2	1	1	3	1	0	0	0	0	1	3	1	4	2	3	0	13	0	4	0	1	1	0	1	1	4	3	1	12	1	2	0	2	0	0	1	2	0	0	4	0	2	0	1	0	1	3	6	1	2	1	0	2
Del(10,):U(2,):R1	3	6	8	5	10	8	30	7	4	5	18	15	10	9	39	8	29	14	2	8	8	8	6	12	13	2	10	6	5	8	11	7	6	6	72	13	7	10	3	5	8	13	11	41	16	2	76	2	14	6	5	3	10	13	10	11	7	31	8	5	8	12	4	23	13	22	31	11	2	5	4
Del2:U1:R3	4	4	6	2	4	3	7	12	2	2	2	4	4	3	48	7	9	7	3	2	3	4	3	4	8	7	1	3	8	10	1	6	0	2	7	6	4	0	0	15	7	4	4	2	4	6	12	4	2	45	0	3	5	3	4	6	3	9	3	0	5	7	2	11	77	9	4	54	3	18	1
Del2:U1:R4	0	1	4	1	2	0	4	12	1	1	0	2	3	0	28	1	4	2	2	2	3	1	0	1	3	1	1	2	3	5	1	5	0	0	5	4	0	1	0	9	2	3	1	1	1	2	5	3	1	29	3	2	2	2	1	1	1	5	4	0	1	3	0	3	53	2	1	42	1	14	3
Del2:U1:R(5,9)	1	1	4	1	5	3	3	22	1	0	0	1	4	2	381	2	4	5	0	2	0	0	2	3	80	0	1	0	3	1	1	2	0	2	7	1	2	1	0	43	2	1	1	2	0	3	4	1	1	451	1	1	0	0	0	1	0	4	3	2	2	1	0	2	503	2	3	448	0	219	1
Del2:U2:R2	8	13	23	6	7	17	24	46	4	6	18	11	12	8	122	9	20	5	4	10	7	10	10	9	38	9	3	6	22	21	2	18	4	12	21	14	8	7	3	57	14	14	12	14	9	22	23	11	13	112	9	2	4	7	5	8	10	13	12	6	12	11	7	22	248	7	12	217	8	94	10
Del2:U2:R3	2	5	5	1	4	3	13	25	3	1	9	2	7	4	78	2	4	1	1	6	0	1	0	2	27	1	0	5	5	7	3	6	2	2	5	2	3	1	3	39	6	6	2	1	4	8	5	1	6	78	1	2	4	2	3	1	4	4	5	1	2	1	1	7	186	1	4	148	0	63	2
Del2:U2:R4	2	3	1	0	3	0	2	52	0	3	1	0	2	3	145	1	3	0	0	1	2	0	2	0	66	1	1	1	1	2	1	2	1	2	4	1	3	0	2	89	1	2	2	0	4	1	3	1	0	153	1	0	0	1	2	1	1	6	1	1	2	2	2	1	485	2	0	300	0	168	0
Del2:U2:R(5,9)	4	1	12	1	12	1	6	332	7	0	7	2	7	9	1085	4	4	1	5	2	2	4	3	3	465	2	4	2	9	10	3	5	2	7	17	4	8	4	2	535	7	8	2	2	1	8	10	4	7	1028	4	2	3	2	2	4	2	4	1	0	2	1	0	4	3658	7	6	2079	3	1132	2
Del3:U1:R4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	3	0	1	0	1
Del3:U1:R(5,9)	0	0	1	0	0	0	0	2	0	0	0	1	0	2	6	0	1	0	1	1	1	0	0	0	2	0	0	0	1	1	2	2	0	1	3	1	0	0	0	2	2	0	0	0	1	0	2	0	2	9	0	1	0	0	1	0	0	2	1	1	0	1	0	0	13	1	4	14	0	5	0
Del3:U3:R2	2	21	17	4	12	11	11	32	2	11	10	8	13	6	129	10	18	12	4	12	7	14	3	16	48	8	0	10	18	19	3	21	4	10	17	19	8	5	4	62	2	18	5	15	6	14	15	11	6	110	7	4	14	8	6	4	10	13	23	8	5	12	5	24	224	6	8	181	8	89	13
Del3:U3:R3	0	4	3	1	2	4	2	14	2	3	2	2	1	1	42	4	2	1	2	5	4	2	2	1	16	2	2	1	3	5	1	11	1	1	6	7	4	2	1	23	2	7	0	2	3	3	6	2	2	54	0	1	3	2	1	2	1	3	7	1	0	5	4	5	133	2	0	91	2	34	2
Del3:U3:R4	0	2	2	1	0	0	1	6	0	0	3	1	2	2	19	2	1	1	0	1	1	1	0	1	6	3	0	2	2	2	1	4	1	3	2	0	1	0	1	11	0	2	2	1	0	2	3	1	1	17	0	0	2	0	1	0	0	1	3	0	2	0	0	1	57	0	0	40	2	31	1
Del3:U3:R(5,9)	0	1	3	0	1	0	1	13	0	0	1	0	2	2	46	0	0	0	0	0	0	0	1	0	21	1	0	2	2	2	1	1	0	0	1	1	1	1	0	27	1	3	0	0	1	0	2	0	1	32	2	1	0	0	0	0	2	0	1	0	0	0	2	2	189	1	1	97	0	54	1
Del4:U1:R(5,9)	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	1	0	0	1	0	1	1	1	0	0	0	3	0	2	2	0	2	5	0	0	0
Del4:U2:R3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	2	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	1	0	3	0	0	0
Del4:U2:R4	0	0	1	1	1	0	0	0	0	0	2	0	1	0	6	0	1	0	2	0	1	0	0	5	2	0	0	1	2	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	0	2	1	0	0	10	1	1	0	0	0	0	0	1	1	0	0	0	1	1	12	0	0	15	0	3	1
Del4:U2:R(5,9)	0	3	2	0	0	0	4	8	1	0	1	2	3	2	31	2	2	1	0	2	1	0	1	1	12	2	0	1	2	0	0	2	1	4	2	2	3	1	1	8	1	4	0	2	2	3	3	0	1	33	0	3	1	1	1	0	2	2	4	0	0	0	2	0	134	2	1	128	3	21	3
Del4:U4:R2	1	6	6	1	11	7	8	19	6	3	7	5	7	7	56	9	9	4	5	7	8	3	3	13	13	5	7	4	9	12	7	18	3	5	13	8	3	2	3	20	8	5	3	7	5	8	13	3	6	61	5	5	2	3	3	5	4	12	1	3	4	5	2	6	106	5	2	80	6	35	8
Del4:U4:R3	0	4	1	2	5	2	3	8	0	1	0	0	3	1	18	2	2	0	2	0	1	1	2	2	5	2	0	3	2	2	2	4	1	0	5	5	1	3	1	4	0	4	3	2	1	1	6	1	1	17	1	0	3	0	2	1	3	3	3	3	4	2	0	6	46	0	0	42	0	11	1
Del4:U4:R4	0	2	2	0	1	1	1	7	0	0	0	0	0	1	9	0	1	0	0	0	1	1	0	2	1	0	0	0	0	2	0	3	0	3	3	0	0	0	0	4	0	1	0	0	0	0	3	1	1	9	1	1	1	0	0	0	0	1	3	0	0	1	0	1	31	1	0	33	0	11	1
Del4:U4:R(5,9)	0	0	1	0	1	0	0	14	1	0	1	1	3	0	31	1	0	0	0	0	0	0	1	0	20	1	1	0	2	0	0	1	0	2	3	0	0	0	0	18	0	0	0	0	1	1	3	0	1	28	3	1	1	0	3	0	1	1	0	1	0	0	1	0	99	1	0	94	1	37	1
Del5:U1:R(5,9)	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Del5:U5:R2	0	1	1	0	5	1	1	4	2	0	2	0	1	5	11	0	1	2	0	2	0	1	0	1	2	0	0	1	4	4	2	3	1	3	2	2	1	0	1	4	0	4	1	1	1	3	2	2	3	8	0	1	1	0	1	0	1	1	0	0	2	0	1	6	12	1	1	12	0	1	0
Del5:U5:R3	0	0	1	0	1	1	1	4	0	0	0	0	0	2	4	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	1	2	0	0	2	0	3	0	0	1	0	3	0	0	0	0	2	0	0	4	0	1	0	1	0	0	0	0	0	1	0	0	0	0	10	1	1	6	0	3	0
Del5:U5:R4	0	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	13	0	4	0
Del5:U5:R(5,9)	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	15	0	5	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	2	0	0	0	2	0	0	0	0	0	1	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	15	0	0	14	0	0	0
Del(6,):U3:R(3,9)	0	1	1	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	1	0	5	0	0	6	0	3	0
Del(6,):U(4,):R(2,9)	2	3	7	2	11	2	3	8	3	3	9	1	3	2	4	4	4	4	1	0	1	5	0	4	10	2	5	3	2	3	0	4	1	3	13	4	7	2	0	9	5	6	1	3	2	2	12	2	1	7	0	0	1	1	6	1	4	4	1	2	3	2	1	3	34	3	4	22	1	18	3
Ins(2,4):M	7	13	17	9	4	4	14	72	6	9	14	7	13	17	97	8	11	7	3	14	9	15	8	6	42	8	8	21	13	17	12	10	4	10	28	17	12	5	5	53	26	18	7	9	7	14	28	16	13	87	14	1	8	4	13	6	11	11	10	11	5	16	2	9	186	9	5	454	11	83	13
Ins(5,):M	9	21	18	6	17	19	40	81	16	8	32	16	19	23	167	28	15	19	14	19	19	36	16	22	89	17	28	24	27	24	30	21	9	23	49	21	32	19	7	121	19	32	15	15	23	28	45	20	19	98	24	13	13	8	21	9	23	25	25	9	12	16	2	11	151	19	20	450	10	142	16
Ins2:U1:R0	1	1	0	8	2	2	2	2	0	1	2	0	1	1	3	0	1	0	1	0	0	1	0	1	3	0	2	0	0	1	2	0	0	0	8	1	3	2	0	1	5	2	1	0	0	21	6	1	0	1	1	0	0	1	1	1	1	2	1	0	1	3	0	4	1	1	0	11	0	1	1
Ins3:U1:R0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ins2:U2:R0	2	2	1	13	1	1	1	9	4	2	1	1	2	2	11	6	5	4	1	2	1	1	1	2	15	0	4	3	2	4	0	2	1	1	8	3	2	1	7	7	10	1	0	1	1	12	9	4	3	7	3	1	3	2	0	4	4	2	2	1	2	3	2	3	18	4	3	39	2	11	3
Ins3:U3:R0	1	3	2	4	1	0	2	7	1	2	2	2	0	1	4	1	2	2	2	2	3	3	0	0	2	2	0	0	1	1	4	0	0	0	15	3	1	0	1	5	5	3	0	3	0	2	19	1	0	1	4	1	2	0	1	2	2	0	2	0	1	1	2	1	8	0	0	16	1	3	1
Ins4:U2:R0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	1	1	2	0	1	2	2	1	0	0	0	0	1	3	2	1	2	2	1	1	5	1	0	1	0	3	1	1	1	1	1	2	3	6	0	0	0	1	1	6	2	1	0	0	5	6	1	0	2	1	0	1	0	0	0	1	2	1	2	0	2	0	1	7	3	2	4	2	1	1
Ins(5,):R0	0	17	32	6	5	36	57	10	31	11	66	27	13	34	175	32	1	17	12	32	40	63	18	32	39	3	24	5	16	20	49	17	32	38	71	16	60	42	16	32	10	34	16	7	22	19	68	11	14	17	25	3	6	19	43	11	12	13	8	4	4	4	2	5	21	30	27	68	4	11	5
Ins2:U1:R1	2	0	4	4	1	5	0	1	0	0	4	2	0	1	3	0	1	3	1	3	0	2	0	1	2	0	2	3	1	1	0	1	2	1	3	1	2	1	2	5	6	1	1	4	0	8	7	1	1	4	1	0	2	2	1	0	1	0	1	2	1	1	1	0	7	0	2	22	0	4	2
Ins2:U1:R2	0	0	1	0	0	1	0	2	0	1	0	1	1	0	0	0	3	0	0	2	0	1	0	1	2	0	0	1	0	1	1	0	0	1	2	0	1	0	0	2	2	1	0	0	1	3	2	1	2	0	0	0	1	0	0	0	2	0	0	2	0	3	1	0	0	0	0	7	0	2	0
Ins2:U1:R3	0	1	1	0	1	0	2	2	0	1	1	1	0	0	6	1	4	0	0	0	0	0	1	1	0	0	0	0	1	2	0	2	0	2	1	3	1	1	0	0	2	2	1	0	0	1	1	1	1	1	1	0	1	2	1	0	1	0	1	2	1	0	0	2	0	0	1	5	0	2	2
Ins2:U1:R4	0	1	1	0	0	1	0	0	0	0	0	1	0	2	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	1	1	3	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	2	1	0	0	0	0	1	1	0	5	1	3	0
Ins2:U1:R(5,9)	1	4	1	0	1	2	0	2	1	0	0	1	1	0	63	0	5	2	2	2	0	4	0	0	20	0	0	0	0	2	2	0	0	0	3	1	1	0	1	17	1	2	0	1	1	0	3	2	1	64	0	0	1	1	0	0	1	2	0	1	0	0	0	1	34	0	0	234	0	35	2
Ins2:U2:R1	2	1	4	1	1	0	0	4	1	1	3	1	1	3	7	4	7	4	2	2	4	3	1	1	6	0	1	1	4	8	4	4	0	1	1	3	5	0	1	12	14	2	3	2	4	3	2	3	6	6	2	1	3	0	3	0	5	5	2	1	2	6	2	4	18	7	4	27	0	4	2
Ins2:U2:R2	2	2	3	1	2	3	1	9	1	1	0	2	3	0	14	0	3	2	1	0	3	2	1	3	7	0	1	1	7	2	0	0	0	2	2	1	1	2	0	13	4	1	2	2	2	6	1	2	0	20	0	2	1	0	0	1	4	2	3	0	3	3	1	1	18	3	0	34	0	10	2
Ins2:U2:R3	1	1	1	0	0	2	0	7	1	0	0	0	0	1	22	1	1	0	1	5	1	0	1	1	10	1	1	2	2	5	1	0	1	1	0	1	3	0	0	14	0	0	0	1	2	3	0	0	1	24	1	0	1	0	1	0	0	0	0	0	0	0	0	0	31	0	1	52	0	12	2
Ins2:U2:R4	1	5	6	0	3	0	1	20	1	0	4	2	2	6	113	3	3	1	3	1	1	1	3	0	41	3	0	0	2	7	4	3	0	2	2	1	0	0	0	62	1	1	1	0	1	1	2	5	2	108	2	0	1	0	0	0	1	2	3	1	1	1	4	0	110	2	1	221	1	93	1
Ins2:U2:R(5,9)	5	19	23	2	20	16	19	204	10	7	10	4	9	28	741	26	27	9	21	24	12	18	12	6	340	11	3	6	13	37	13	14	1	10	13	26	11	7	2	445	4	43	5	9	11	10	11	24	30	822	12	6	9	1	7	5	18	17	38	11	4	9	16	11	866	12	9	1867	15	635	17
Ins3:U1:R1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	0
Ins3:U1:R2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
Ins3:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Ins3:U1:R4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins3:U1:R(5,9)	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	1	0	1	2	0	0	5	0	0	1	0	1	0	1	0	0	0	1	0	0	0	2	0	0	13	0	2	2
Ins3:U3:R1	0	1	4	1	1	3	1	6	0	1	2	0	0	1	5	1	5	1	2	2	2	4	1	3	4	0	2	2	2	5	3	2	5	1	3	2	4	0	5	3	8	4	4	2	1	4	3	3	4	5	1	1	1	0	0	2	1	4	2	3	4	3	0	2	6	6	3	8	0	5	3
Ins3:U3:R2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	1	2	1	4	0	0	0	0	3	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	3	1	0	1
Ins3:U3:R3	1	1	0	0	0	1	0	3	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	4	1	2	0
Ins3:U3:R4	0	0	1	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	0	0	18	0	8	0
Ins3:U3:R(5,9)	0	1	0	0	2	0	2	12	0	2	1	0	3	1	44	2	1	1	0	4	1	3	0	1	25	2	0	2	1	2	1	3	0	1	1	1	4	0	0	41	0	4	1	1	0	1	1	2	2	54	1	0	0	0	1	0	0	0	3	0	1	0	0	0	64	0	2	122	0	45	0
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
Ins4:U1:R4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
