MutationType	SP135192	SP135335	SP135278	SP135287	SP135345	SP85122	SP84384	SP135184	SP135226	SP135436	SP135262	SP135431	SP135425	SP135222	SP135230	SP135205	SP135180	SP135213	SP135217	SP135405	SP135238	SP135270	SP135411	SP135188	SP135194	SP135186	SP135420	SP135258	SP135234	SP135293	SP135393	SP135299	SP135415	SP135310	SP135323	SP135390	SP135209	SP135240	SP135182	SP85251	SP84408	SP84491	SP84743	SP83967	SP105253	SP84998	SP84062	SP84982	SP84790	SP105673	SP85339	SP84719	SP105425	SP84056	SP105261	SP85379	SP105086	SP84392	SP105018	SP84858	SP84086	SP105213	SP105577	SP85431	SP84962	SP105006	SP84439	SP105159	SP85230	SP84922	SP85130	SP104984	SP85222	SP105375	SP85287
Ins3:U1:R(5,9)	0	0	0	5	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	3	0	0	1	0	0	0	0	1	0	8	4	2	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0
Ins3:U3:R1	0	0	0	1	1	8	4	1	2	1	1	1	2	4	1	0	1	0	0	2	0	2	0	1	1	1	2	0	1	0	3	4	2	0	2	0	0	2	6	0	0	2	8	3	8	2	0	7	2	2	3	2	3	1	1	1	6	4	3	11	2	4	2	1	1	8	5	2	2	5	2	3	0	4	1
Ins3:U3:R2	0	1	0	1	2	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	1	1	0	0	0	2	1	1	1	1	1	1	1	0	0	0	0	0	0	3	0	1	1	0	1	1	0	2	0
Ins3:U3:R3	0	0	0	2	0	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
Ins3:U3:R4	0	0	0	18	0	30	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	20	0	0	1	1	1	0	0	1	10	0	0	0	0	1	0	1	0
Ins3:U3:R(5,9)	0	0	0	74	0	145	84	0	0	1	0	3	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	4	0	2	10	4	0	3	1	0	38	3	0	0	0	2	1	2	3	1	122	1	3	0	0	3	1	1	2	62	1	0	4	2	1	1	5	2
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	0	2	0
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins4:U2:R4	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	0	4	0	17	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
Ins4:U4:R1	0	0	0	5	1	8	2	0	1	6	1	3	3	1	1	0	0	0	0	5	0	1	0	1	4	0	2	0	1	0	4	1	0	0	0	0	1	3	7	0	0	8	5	3	9	4	3	10	0	2	1	1	3	2	0	5	4	4	5	17	1	5	5	3	6	10	3	3	0	10	0	4	1	6	4
Ins4:U4:R2	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	3	4	3	1	0	3	1	1	0	0	1	0	1	1	0	0	0	0	0
Ins4:U4:R3	0	0	0	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	5	0	0	0	1	1	0	0	1	0	6	1	1	0	1	1	0	0	0	3	0	0	0	0	0	0	2	0
Ins4:U4:R4	0	0	0	9	0	25	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	1	0	5	3	0	1	0	0	2	0	0	0	0	0	1	1	0	1	11	1	0	0	0	0	0	1	3	8	0	1	0	0	1	0	4	0
Ins4:U4:R(5,9)	0	0	0	15	1	29	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	1	2	0	0	0	0	0	1	7	0	0	5	0	1	4	1	0	14	0	0	5	0	0	1	0	4	0	24	0	2	3	1	1	0	0	2	9	1	0	2	3	0	0	3	1
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Ins(5,):U(3,):R1	0	4	0	7	4	24	2	0	4	9	0	6	8	4	5	0	0	4	0	8	0	9	4	3	5	6	15	0	14	0	10	8	4	0	6	0	0	16	33	4	3	34	50	4	21	12	3	9	12	6	17	4	11	35	8	18	14	14	34	29	5	9	13	4	6	8	16	7	23	19	5	6	2	60	10
Ins(5,):U(3,):R2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1	3	0	0	1	4	4	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0
Ins(5,):U(3,):R3	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
Ins(5,):U(3,):R4	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0
Ins(5,):U(3,):R(5,9)	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	2	0	3	0	0	2	0	0	0	0	2	0	4	0	1	0	0	0	0	0	3	3	0	0	0	2	0	0	1	0
Del2:M1	0	1	1	76	6	150	130	0	6	11	4	11	7	11	2	4	0	4	0	10	1	7	7	2	3	8	8	0	3	0	3	11	1	0	2	0	3	9	16	9	2	23	9	6	10	7	0	57	17	14	11	5	2	6	10	8	21	87	21	25	2	10	8	6	9	10	110	14	7	8	27	16	5	8	6
Del3:M1	0	0	0	7	2	18	18	0	1	9	1	1	0	0	1	0	0	0	0	0	0	6	0	0	0	1	1	0	3	0	0	0	0	0	2	0	0	1	2	1	2	8	5	2	1	0	1	12	1	2	1	2	0	4	2	3	4	10	8	4	0	2	3	4	0	2	12	4	2	2	2	1	1	2	0
Del3:M2	0	0	1	97	2	154	222	0	1	8	2	9	6	6	2	0	0	4	0	9	0	7	3	1	4	10	14	0	16	0	3	8	1	0	0	0	2	11	17	10	6	15	14	9	10	9	5	67	20	16	10	4	14	9	2	9	14	106	22	12	4	4	11	5	6	9	162	8	4	7	16	12	2	22	5
Del4:M1	0	0	0	15	0	21	31	0	1	2	0	6	2	0	0	0	0	0	0	4	0	1	0	1	1	3	1	0	1	0	2	3	3	0	0	0	0	0	3	1	0	5	4	1	1	4	0	9	3	5	3	0	2	5	2	2	7	15	13	6	0	3	1	0	3	4	11	4	6	3	2	2	1	5	4
Del4:M2	0	0	0	35	2	44	75	0	0	7	3	9	4	4	2	0	0	2	0	7	0	5	2	0	0	0	6	0	8	0	2	3	2	1	4	1	0	1	10	2	1	9	8	6	11	7	0	27	5	12	4	3	5	10	3	7	10	33	18	15	0	6	4	9	3	4	53	4	7	6	12	2	0	6	1
Del4:M3	0	0	1	33	4	53	82	0	2	6	2	6	8	0	2	0	0	2	0	6	0	7	0	1	3	1	6	2	10	0	5	5	2	0	3	1	0	9	11	8	4	7	8	8	10	4	4	32	13	12	7	3	2	7	2	6	14	42	25	20	3	2	6	10	5	9	48	4	6	5	14	3	0	15	2
Del5:M1	0	1	0	2	1	0	1	0	1	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	4	1	1	4	1	1	3	0	1	2	0	6	1	1	0	2	0	1	1	0	10	4	1	1	2	1	2	2	2	1	1	1	3	1	0	8	0
Del5:M2	0	0	0	3	1	6	10	0	0	2	0	2	0	0	1	0	0	1	0	3	0	1	0	0	0	1	0	0	3	0	2	0	1	0	0	1	0	1	2	0	0	10	3	2	1	1	0	1	0	13	1	1	2	4	2	3	2	8	29	3	2	0	1	2	2	1	2	3	9	1	0	0	0	3	0
Del5:M3	0	0	0	4	2	5	5	1	0	1	0	2	0	0	0	0	0	1	0	3	0	4	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	3	1	1	6	2	7	1	2	2	1	0	1	2	5	7	5	1	1	2	1	0	2	2	1	6	0	3	2	0	1	0
Del5:M4	0	0	0	2	1	5	7	0	4	2	0	5	2	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	3	1	0	2	2	1	3	1	0	4	2	3	2	0	1	3	0	1	3	4	9	1	0	0	1	0	0	1	5	3	6	2	4	0	0	3	0
Del6:M1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	3	1	0	0	6	0	1	1	0	0	0	1	4	0	0	0	2	2	1	0	2	15	0	0	0	0	0	1	1	1	2	7	0	2	2	0	2	4
Del6:M2	0	0	0	0	0	3	1	0	0	3	0	1	0	2	1	0	0	1	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	5	0	0	3	0	10	0	0	1	2	0	0	2	1	19	3	0	0	1	0	0	4	1	1	0	1	0	1	0	1	2
Del6:M3	0	0	0	0	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	2	1	0	0	2	6	0	0	1	3	0	0	4	3	22	3	0	0	1	1	0	2	3	1	2	0	0	0	0	0	0
Del6:M4	0	0	0	3	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	1	0	0	5	0	1	0	1	0	0	1	2	10	3	0	4	1	0	0	0	2	0	1	2	0	2	0	0	1
Del6:M5	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	2	2	0	2	1	0	0	0	0	0
Del(7,):M1	0	0	1	8	4	16	11	0	1	10	0	11	13	3	1	1	0	8	0	9	0	29	3	4	4	5	10	0	20	0	4	10	3	0	3	1	0	9	21	3	6	34	29	6	18	4	5	4	12	69	4	7	13	32	13	7	31	13	351	38	14	11	15	4	8	17	10	3	89	17	11	5	3	21	13
Del(7,):M2	0	2	1	4	5	18	8	0	1	12	3	5	13	3	2	1	0	11	0	9	0	42	2	4	3	9	8	3	12	1	7	7	4	0	3	0	0	8	14	2	1	39	16	5	13	4	3	6	10	152	7	5	4	41	16	16	29	14	806	45	20	8	16	10	12	15	9	3	137	22	11	6	3	14	7
Del(7,):M3	0	0	1	5	1	8	2	0	1	4	0	3	2	2	0	0	0	20	0	18	0	28	1	1	1	1	5	0	5	0	3	6	0	0	1	0	0	6	11	7	1	30	11	4	6	4	2	6	6	116	10	4	4	37	2	4	30	8	623	33	10	10	4	6	7	15	6	6	88	11	7	5	1	9	4
Del(7,):M4	0	0	0	2	1	3	5	0	0	5	0	3	4	4	2	1	0	6	0	9	0	12	0	0	1	3	3	1	3	1	1	4	0	0	0	0	0	3	9	0	0	15	7	1	6	0	0	1	3	72	3	3	1	22	3	6	18	6	323	22	9	8	4	1	6	5	2	3	40	4	8	1	0	5	4
Del(7,):M5	0	0	0	1	0	2	0	0	0	2	1	1	3	2	0	0	0	3	0	4	0	9	0	0	0	0	2	0	5	0	2	1	1	0	0	1	0	1	5	0	2	4	3	0	4	0	0	1	1	38	2	3	2	7	1	5	8	6	155	4	4	6	1	1	2	1	1	2	21	5	3	0	1	4	1
Del(7,):M(6,)	0	0	1	1	0	8	6	0	0	8	0	4	3	1	1	0	0	5	0	5	0	5	1	0	1	2	2	0	2	0	1	4	1	0	2	0	0	1	3	0	0	14	8	2	4	3	0	5	0	29	5	2	2	13	1	4	14	17	133	14	5	16	4	2	4	3	4	1	11	16	4	4	2	9	8
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
