MutationType	CPCT02020318T	CPCT02010377T	CPCT02060017T	CPCT02060166T	DRUP01080024T	CPCT02300029T	CPCT02130024T	CPCT02370015T	CPCT02080291T	CPCT02330082T	CPCT02130035T	CPCT02020667T	CPCT02190030T	CPCT02070304T	CPCT02230093T	CPCT02170024T	CPCT02050342T	CPCT02130064T	CPCT02130063T	CPCT02080208T	CPCT02130066T	CPCT02130067T	CPCT02100172T	CPCT02130084T	CPCT02060220T	CPCT02100169T	CPCT02080218T	CPCT02050332T	DRUP01080031T	CPCT02040245T	DRUP01050048T	DRUP01010142T	CPCT02080224T	CPCT02260021T	CPCT02020762T	CPCT02130116T	CPCT02050342TII	CPCT02130138T	CPCT02130139T	CPCT02230115T	CPCT02010902T	CPCT02290056T	CPCT02130152T	DRUP01170003T	DRUP01010095T	DRUP01030024T	CPCT02040292T	DRUP01050035T	CPCT02020577T	CPCT02050263T	DRUP01010108T	DRUP01010109T	DRUP01010113T	CPCT02120059T	CPCT02170010T	CPCT02030398T	CPCT02050250T	CPCT02050076TII	CPCT02050182T	CPCT02070187T	CPCT02030373T	CPCT02020589T	CPCT02040154T	CPCT02050091T	CPCT02020406T	CPCT02020405T	CPCT02070052T	CPCT02060063T	CPCT02230004T	CPCT02300006T	CPCT02080066T	CPCT02010492T	CPCT02020460T	DRUP01010019T	CPCT02050133T	CPCT02050144T	CPCT02050286T	CPCT02130006T	CPCT02130003T	CPCT02340039T	CPCT02230075T	CPCT02080169T	CPCT02150005T	WIDE01010522T	WIDE01010696T
C[Ins(T):R0]G	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	1	4	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	1	0	0	1	0	0	0	0	0
C[Ins(T):R1]A	0	1	2	1	0	0	1	1	0	0	2	3	0	1	0	0	0	1	1	1	2	1	0	1	1	2	2	0	2	0	5	3	1	1	0	2	0	0	0	0	0	0	0	0	1	2	2	1	1	1	2	0	2	2	1	0	0	0	0	0	6	1	1	1	2	1	1	2	1	2	2	2	0	1	0	2	1	3	1	0	0	1	0	0	1
C[Ins(T):R1]C	1	0	0	2	1	0	0	0	0	1	1	0	0	1	0	1	0	0	2	0	3	0	1	0	0	0	2	0	4	2	13	2	1	1	0	2	1	0	1	0	0	2	0	0	0	3	1	3	1	0	2	3	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	1	0	3	0	2	1	0	1	0	0	0
C[Ins(T):R1]G	1	1	0	1	0	2	1	0	1	0	1	1	1	1	0	3	0	1	0	0	1	4	0	0	3	0	1	1	2	3	6	3	0	3	1	1	0	0	1	0	0	1	0	1	0	4	3	0	1	2	1	2	0	2	1	1	0	2	0	2	2	1	1	0	2	3	0	0	1	1	0	0	1	1	1	1	2	2	0	0	1	1	4	0	1
C[Ins(T):R2]A	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	2	0	2	3	0	0	0	0	5	0	0	1	0	8	1	29	15	0	0	0	1	1	0	2	1	0	0	0	0	0	0	2	3	1	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	1	1	1	3	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0
C[Ins(T):R2]C	1	0	2	0	0	1	0	1	1	1	1	0	0	2	1	1	1	0	2	0	0	2	0	0	0	1	0	1	10	1	59	20	0	2	0	0	1	0	0	0	0	0	0	1	2	0	2	3	1	0	3	0	0	2	1	2	0	2	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	3
C[Ins(T):R2]G	0	0	0	1	0	0	1	1	0	0	2	0	3	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	26	2	157	50	0	0	0	1	1	0	1	2	1	3	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
C[Ins(T):R3]A	0	1	0	1	0	0	2	0	1	1	0	1	3	0	1	2	3	0	0	1	1	0	0	3	0	2	0	0	7	2	28	8	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	2	0	3	0	4	2	0	0	0	1	1	0	3	1	1	1	0	0	1	1	1	0	0	0	0	2	1	1	0	1	0	0	0	0	0	2	0
C[Ins(T):R3]C	1	0	1	1	1	3	2	1	1	0	0	0	1	0	1	2	1	1	1	1	0	1	1	0	1	2	2	0	12	1	40	17	0	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	3	1	2	3	1	2	1	0	1	1	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	1	1	0	0	1	1	2	0	0	0	0	0
C[Ins(T):R3]G	0	1	0	1	0	2	0	1	1	0	1	0	2	2	3	1	1	0	0	0	2	0	0	1	0	2	1	0	19	1	97	21	1	1	1	1	1	0	2	0	0	0	0	2	0	2	0	0	1	2	1	1	0	0	1	0	0	0	0	0	3	1	1	0	0	1	0	2	2	1	0	1	0	2	0	1	0	1	0	2	0	0	0	0	1
C[Ins(T):R4]A	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	8	1	34	13	1	1	0	0	1	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	1	0	0	0
C[Ins(T):R4]C	3	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	2	1	1	1	0	0	1	0	0	1	0	31	2	38	14	0	0	1	1	1	0	3	0	2	2	0	0	2	1	1	2	0	3	5	1	0	2	0	0	1	0	1	0	1	1	2	0	1	1	1	0	1	0	0	0	0	1	2	1	1	2	1	1	0	0	1	1	0
C[Ins(T):R4]G	0	1	0	2	0	2	1	0	1	0	0	0	0	1	2	1	1	1	2	0	1	2	0	0	0	2	2	2	23	0	46	16	0	0	0	0	1	0	1	2	1	0	0	0	1	0	1	2	0	1	5	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	2	1	0	1	0	1	1	1	0	0
C[Ins(T):R5]A	1	0	1	1	2	1	2	1	2	0	1	1	1	1	3	0	2	0	1	1	1	0	0	1	4	6	3	2	32	6	63	29	0	0	2	0	2	1	3	2	1	2	2	0	2	1	2	0	0	4	7	0	1	3	1	1	2	3	0	0	2	0	1	0	1	5	1	2	3	0	1	0	1	3	4	6	0	1	1	3	0	1	0	0	0
C[Ins(T):R5]C	1	2	5	2	0	3	2	0	3	2	1	1	1	6	1	3	4	2	1	0	6	1	1	0	1	4	3	0	34	4	90	33	0	1	0	0	4	1	4	0	1	4	1	1	1	3	2	2	1	0	17	2	1	8	0	0	2	0	0	1	6	2	1	2	0	6	3	1	2	2	3	0	1	4	2	3	2	2	1	0	2	0	1	0	0
C[Ins(T):R5]G	0	2	1	3	0	3	2	0	0	0	2	0	1	2	2	0	1	2	2	0	0	2	1	1	3	0	4	2	28	0	68	29	0	1	1	3	1	2	2	0	5	2	2	1	5	2	1	2	1	2	3	2	2	4	1	1	0	5	1	0	2	1	1	0	0	0	0	1	1	1	0	0	1	3	6	1	0	2	1	1	0	1	1	0	0
C[Ins(T):R6]A	0	3	3	1	2	8	1	0	5	1	3	1	1	2	2	2	3	7	2	2	6	7	2	3	3	13	9	1	85	3	179	85	1	1	0	2	3	4	8	2	3	1	1	1	3	5	2	3	1	3	18	0	2	8	0	4	0	5	4	7	11	1	6	0	2	7	1	4	4	3	0	0	0	5	8	11	4	4	0	4	1	2	0	1	1
C[Ins(T):R6]C	2	6	1	5	4	9	4	1	4	4	6	7	4	7	6	7	5	1	9	5	8	4	1	15	7	15	8	0	112	27	262	120	8	0	2	6	6	7	7	6	8	2	0	0	8	4	2	6	5	3	36	4	2	17	2	1	2	11	4	7	10	1	5	1	4	9	8	3	3	9	3	0	2	9	10	16	6	4	2	7	2	1	1	2	2
C[Ins(T):R6]G	5	3	6	5	3	6	0	1	3	2	7	4	4	6	6	6	4	6	4	1	12	9	0	5	2	9	10	4	119	19	281	112	3	2	1	5	4	5	9	4	3	5	2	0	5	5	6	5	3	5	36	4	3	18	0	3	3	7	4	4	10	1	6	1	0	11	7	4	3	7	2	0	1	9	9	15	3	3	3	10	0	0	4	1	2
C[Ins(T):R7]A	2	5	5	4	0	5	3	2	0	1	5	0	4	2	4	1	6	4	4	1	5	5	2	1	3	9	15	1	175	16	300	127	2	2	1	2	6	3	6	5	3	5	1	2	7	4	2	6	4	7	30	5	0	17	2	3	4	8	5	9	12	4	8	2	2	4	12	2	6	5	5	0	1	10	9	16	4	7	0	9	3	0	2	3	1
C[Ins(T):R7]C	3	5	4	6	1	5	3	1	6	2	2	5	7	1	7	4	8	3	4	0	10	6	1	7	5	9	11	0	107	18	282	104	4	3	1	2	6	6	6	3	8	4	1	0	7	6	5	11	2	3	25	5	1	16	2	7	5	12	6	4	4	7	5	0	0	8	0	5	4	4	2	0	1	9	9	21	4	3	2	3	3	7	0	0	2
C[Ins(T):R7]G	1	6	5	5	0	4	3	2	3	4	5	3	7	5	5	9	8	3	4	0	13	3	2	6	5	6	18	5	184	10	393	184	6	1	1	0	8	4	7	5	7	3	0	0	8	5	4	5	1	9	31	3	4	22	2	9	5	13	6	8	17	1	3	0	1	4	7	4	3	5	1	0	2	13	14	24	3	3	3	5	3	4	1	0	0
C[Ins(T):R8]A	4	5	7	7	0	12	2	1	7	3	8	2	7	10	12	3	4	6	11	0	5	8	1	6	5	20	19	3	243	17	390	180	2	2	1	6	4	6	12	4	9	5	0	2	13	7	6	10	6	6	49	2	1	16	2	3	8	9	5	6	9	4	4	0	3	9	14	5	6	4	3	0	2	7	13	19	7	5	1	7	3	1	1	0	2
C[Ins(T):R8]C	6	4	2	7	1	9	3	2	3	6	9	5	4	8	6	3	2	3	7	0	9	5	3	7	4	12	11	2	236	9	433	191	6	5	3	3	4	4	11	3	17	5	1	2	16	6	8	9	2	7	51	5	2	20	1	6	4	9	5	18	12	2	2	3	2	15	1	7	5	5	1	0	1	5	11	28	7	9	2	6	2	1	4	0	2
C[Ins(T):R8]G	6	7	4	11	2	11	10	0	3	4	9	3	11	15	5	6	12	5	8	2	14	5	2	6	10	21	20	1	300	17	590	292	8	4	3	5	11	9	10	4	23	5	0	4	24	2	10	9	7	8	50	2	2	28	6	10	6	17	4	11	14	7	1	3	6	13	7	11	10	12	4	0	3	16	17	30	11	6	1	11	5	5	1	3	3
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	0	1	12	1	1	1	0	0	0	1	0	0	0	0	2	1	1	0	1	2	0	0	2	0	0	1	1	1	4	0	0	1	0	1	2	0	0	0	0	3	0	0	0	1	0	3	0	0	1	3	4	2	1	0	0	0	0	1	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	3
G[Ins(T):R0]C	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	1	1	0	1	0	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]G	0	1	0	2	0	2	0	0	1	0	0	0	1	0	1	1	2	0	2	1	0	3	0	0	2	0	1	1	15	1	31	8	1	0	1	0	1	3	0	0	0	1	0	0	0	2	0	5	0	5	7	4	1	4	1	0	0	1	1	2	1	0	0	0	0	0	1	2	1	1	0	0	0	1	0	4	4	1	0	1	0	0	0	1	0
G[Ins(T):R1]A	1	0	3	1	1	2	1	2	1	0	2	5	1	3	3	5	6	0	4	0	7	1	0	1	1	2	2	1	2	4	4	2	0	2	1	2	6	2	1	1	2	2	1	1	2	1	5	5	2	2	5	2	2	3	2	1	3	4	0	4	6	3	3	3	1	0	2	4	3	0	2	3	4	0	3	5	2	4	0	1	3	0	0	1	2
G[Ins(T):R1]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1
G[Ins(T):R1]G	0	1	1	1	0	0	0	1	1	0	0	0	0	4	2	0	2	0	2	0	11	7	1	2	0	0	0	0	8	0	7	6	0	0	0	2	1	0	1	1	2	1	0	1	2	1	1	3	0	7	3	1	3	1	1	0	0	0	0	1	4	0	1	1	2	0	0	1	1	1	0	0	0	2	0	1	3	0	0	0	0	0	1	0	0
G[Ins(T):R2]A	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	1	1	0	1	2	0	2	1	1	0	12	2	0	0	0	1	2	0	1	2	1	0	1	0	1	0	0	0	1	2	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0
G[Ins(T):R2]C	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	3	0	0	0	1	1	0	0	5	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R2]G	0	0	1	0	0	0	1	0	0	0	0	1	0	2	2	2	1	1	1	0	9	3	0	0	1	2	2	0	19	3	63	13	0	1	0	0	1	1	1	0	2	1	0	0	2	4	0	1	1	7	5	0	4	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	0	1	0	0	0	0	1
G[Ins(T):R3]A	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	2	0	1	0	0	0	0	1	0	2	1	0	0	2	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	1
G[Ins(T):R3]C	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	1	11	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R3]G	0	0	0	0	0	1	1	1	1	0	2	0	0	2	3	0	2	1	0	0	0	0	0	1	0	1	0	0	7	1	19	12	1	0	0	1	2	0	0	1	1	0	0	0	1	1	0	2	0	2	3	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	2	1	3	1	1	0	0	0	0	0
G[Ins(T):R4]A	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	2	0	0	6	1	20	6	0	0	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	2	0	1	0	1	1
G[Ins(T):R4]C	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	6	0	12	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	1	4	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
G[Ins(T):R4]G	0	0	0	0	0	0	1	0	0	1	0	1	2	1	1	1	1	2	0	0	3	2	0	0	0	0	0	0	27	2	43	16	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	9	1	1	2	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	1	0
G[Ins(T):R5]A	0	0	0	1	0	3	0	0	1	1	2	1	2	0	1	2	1	0	1	0	1	0	0	0	0	1	1	0	32	2	64	27	2	0	1	1	1	1	3	1	0	0	1	0	0	1	0	0	1	1	7	0	1	5	0	0	2	1	0	2	2	0	2	0	0	2	3	2	0	0	0	0	0	1	2	6	2	0	1	0	1	1	0	1	0
G[Ins(T):R5]C	1	1	0	2	0	0	1	0	2	0	0	1	0	1	0	0	2	0	2	0	2	0	1	2	0	1	1	1	28	0	57	28	0	0	0	0	2	0	1	1	2	1	0	1	3	0	2	2	1	1	3	1	1	2	1	0	0	0	0	1	2	1	1	0	0	1	0	1	1	2	0	0	0	1	2	2	1	1	1	5	2	0	0	0	1
G[Ins(T):R5]G	1	1	1	3	1	0	1	1	0	0	2	0	0	3	1	2	2	1	3	0	1	1	0	0	2	0	5	1	52	3	107	45	0	0	1	1	2	2	1	0	1	3	0	0	3	1	2	4	0	1	3	3	0	7	0	1	2	2	0	1	5	0	1	0	0	1	1	0	0	1	0	0	0	4	1	3	2	2	1	3	0	0	0	1	1
G[Ins(T):R6]A	1	4	0	2	0	7	2	0	1	0	6	0	4	3	3	1	4	0	1	0	5	3	0	1	3	3	5	1	106	12	245	83	1	3	0	2	3	1	4	2	2	2	2	0	2	2	2	4	2	6	16	2	2	9	0	3	4	1	3	3	8	0	5	1	1	3	1	5	6	1	0	0	0	6	5	9	3	5	1	4	0	1	1	1	0
G[Ins(T):R6]C	2	8	5	3	1	2	5	2	0	2	3	4	7	7	5	1	8	2	4	0	2	5	1	1	3	10	9	0	127	12	356	169	3	3	3	6	7	4	4	3	7	7	2	1	8	2	7	5	2	5	24	6	2	11	2	4	5	6	6	6	11	4	4	1	2	9	4	2	3	5	2	0	0	16	5	17	5	6	1	6	1	3	0	0	3
G[Ins(T):R6]G	1	2	3	6	0	5	1	1	4	2	5	5	4	14	3	4	3	4	12	0	11	4	2	4	5	11	19	1	312	22	679	306	3	3	1	5	3	3	5	3	5	6	0	0	6	4	8	8	6	6	41	2	1	22	1	4	6	9	3	5	11	2	4	3	5	13	6	6	5	9	4	0	3	4	12	14	7	3	0	4	1	7	1	0	2
G[Ins(T):R7]A	3	0	1	2	1	7	8	1	2	2	5	3	3	6	7	2	1	2	8	2	4	6	1	1	5	11	11	2	214	8	398	182	0	3	0	3	1	5	6	7	10	4	0	1	16	4	2	5	3	6	37	4	1	14	0	5	5	17	4	7	15	4	3	1	3	5	5	3	2	3	1	1	0	0	13	21	2	5	4	4	1	0	1	1	1
G[Ins(T):R7]C	4	3	6	4	1	15	5	2	4	2	1	4	7	8	5	5	8	2	7	2	5	2	3	3	4	12	15	2	167	11	441	191	3	2	3	3	6	2	6	3	5	2	1	0	9	7	8	11	4	4	34	2	3	13	2	4	4	7	3	7	7	3	2	1	2	9	7	5	8	6	1	0	0	9	15	16	8	10	5	8	0	2	1	1	0
G[Ins(T):R7]G	3	5	4	12	0	9	5	2	8	4	4	4	5	5	4	3	5	4	9	1	8	7	2	6	3	20	14	1	352	13	699	325	5	0	1	6	5	5	5	2	19	2	1	1	19	3	6	11	2	6	27	2	2	23	0	6	3	13	2	12	7	2	7	1	4	11	6	7	13	6	2	0	2	8	14	18	8	12	3	9	3	2	2	0	2
G[Ins(T):R8]A	2	3	6	8	2	8	3	0	3	6	6	3	3	15	7	3	8	6	4	2	13	12	1	2	4	13	14	2	256	6	530	235	1	3	2	6	7	7	6	2	15	3	2	3	16	4	3	6	2	7	39	4	4	14	3	7	6	17	2	7	11	5	6	6	4	14	8	4	4	3	2	0	0	9	10	24	12	5	2	6	2	3	3	1	1
G[Ins(T):R8]C	3	7	7	3	0	7	6	1	3	4	7	1	3	5	9	3	10	7	11	0	8	6	1	3	7	15	12	0	234	13	515	229	3	1	2	4	10	3	5	2	14	8	1	0	16	9	10	12	9	10	36	5	3	19	2	3	2	11	3	8	13	6	5	3	0	7	4	2	4	3	3	1	1	18	11	23	6	5	1	3	1	3	0	0	1
G[Ins(T):R8]G	8	2	13	7	2	7	1	2	5	5	12	6	6	8	5	2	4	6	9	2	11	16	1	4	3	22	16	1	407	11	768	376	10	6	1	2	6	7	9	1	15	11	2	2	21	8	6	7	4	12	43	3	6	20	4	7	11	13	5	13	21	4	4	2	2	13	9	4	7	9	3	0	2	12	16	29	11	6	3	11	1	1	5	3	1
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	0	0	4	1	0	7	2	4	0	1	3	3	3	3	6	2	5	1	5	1	2	3	1	0	2	4	6	1	17	2	21	22	3	1	5	2	5	2	3	1	2	6	1	0	3	3	1	4	2	3	15	3	7	3	2	0	2	7	4	1	5	0	1	0	1	2	3	7	3	2	1	1	2	2	2	12	7	3	0	2	0	3	4	1	3
Del3:U1:R1	0	0	0	1	0	2	0	0	0	0	1	0	0	1	1	2	0	0	0	0	1	0	1	0	0	0	0	1	43	1	61	20	0	0	0	1	0	2	0	2	0	0	1	1	1	1	2	1	0	0	3	1	6	1	0	0	0	1	2	2	0	2	0	0	1	3	1	2	3	0	0	0	0	0	1	1	4	1	0	0	0	1	2	1	1
Del4:U1:R1	0	0	0	0	0	2	1	1	1	0	1	0	0	2	1	2	1	0	1	0	1	0	0	0	0	1	2	0	11	1	23	10	0	0	1	1	0	0	1	2	2	2	1	0	2	2	1	2	0	0	1	1	3	0	0	0	1	0	1	1	1	0	1	0	0	1	0	2	1	0	0	0	0	0	1	1	3	0	0	0	1	2	0	0	0
Del5:U1:R1	0	1	0	2	0	3	2	1	0	1	0	1	0	2	0	1	1	0	3	1	1	0	0	0	0	2	2	1	3	1	7	0	3	0	2	0	0	1	1	3	1	1	2	2	0	2	2	3	1	0	0	1	1	1	1	2	0	1	0	1	1	0	2	1	1	1	0	5	2	1	0	0	0	3	1	2	5	0	0	0	1	3	0	0	0
Del6:U1:R1	0	0	0	0	0	5	0	3	0	0	0	0	1	0	1	1	0	3	3	1	3	1	0	0	0	1	2	0	3	1	3	0	0	0	2	0	0	1	1	0	1	0	2	1	1	2	3	1	2	2	1	0	3	1	0	1	0	0	0	0	1	2	1	0	0	2	0	4	1	0	1	2	2	0	0	0	2	0	1	0	1	0	0	0	0
Del7:U1:R1	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0	1	1	2	0	1	2	2	0	1	0	2	2	0	2	2	0	1	1	1	1	1	0	1	5	1	1	0	1	0	2	0	1	1	0	0	0	4	2	1	3	0	0	0	0	1	1	0	1	0	1	2	3	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0
Del8:U1:R1	0	1	0	0	0	0	1	1	0	0	0	3	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	3	2	0	0	0	0	1	0	2	0	2	0	1	0	2	1	0	1	0	1	0	0	1	1	2	0	0	3	1	3	0	1	0	0	0	2	0	0	4	1	0	1	0	1	0	0	0
Del9:U1:R1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	3	0	1	0	1	0	2	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	4	0	0	0	1	0	2	1	1	0	0	2	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0
Del(10,):U1:R1	2	3	2	3	0	2	2	0	0	2	3	4	6	2	8	1	4	2	2	0	2	3	2	3	9	4	7	16	2	1	0	2	1	3	8	0	2	3	3	6	3	9	4	2	1	4	10	1	5	2	4	1	15	1	9	6	5	3	1	2	5	8	1	2	2	4	0	24	2	4	2	1	3	3	0	2	14	1	6	0	0	3	3	3	1
Del2:U(2,):R1	1	5	6	4	1	3	2	2	2	0	4	3	6	9	4	6	5	2	10	2	7	11	3	2	2	8	9	3	216	6	281	112	2	4	3	3	5	4	2	4	0	4	5	1	0	2	5	6	3	8	14	2	10	4	4	5	1	3	0	3	7	6	2	0	2	3	4	5	0	3	3	1	2	6	2	10	3	3	3	6	1	4	8	4	4
Del3:U(2,):R1	0	1	1	0	0	1	3	1	0	1	3	0	4	2	2	4	3	2	3	0	0	2	0	1	2	5	6	1	44	5	66	41	2	2	2	0	1	2	1	2	0	1	1	3	1	5	2	5	1	1	4	3	6	7	2	0	2	4	2	1	3	1	2	0	0	5	2	2	1	0	1	1	1	1	0	0	6	1	2	1	0	2	1	2	0
Del4:U(2,):R1	0	1	1	1	1	2	3	0	0	0	2	1	2	4	6	1	5	3	4	3	1	1	0	3	2	1	2	1	12	1	28	13	4	1	2	1	5	2	1	2	1	2	1	1	3	5	1	3	2	0	8	1	5	3	1	0	1	1	2	4	3	3	1	2	2	2	2	8	0	0	0	1	0	1	0	3	10	1	1	0	0	1	1	1	0
Del5:U(2,):R1	0	2	1	1	0	5	2	0	0	1	4	1	3	2	1	2	2	3	10	0	2	3	3	2	4	4	1	3	10	1	10	7	0	3	6	1	2	2	3	2	6	3	0	1	0	6	5	6	5	1	3	0	2	3	3	3	2	1	0	1	5	1	1	1	2	3	1	8	2	1	1	0	1	2	2	2	5	4	2	3	2	1	1	0	2
Del6:U(2,):R1	1	2	3	3	0	4	0	2	1	1	3	4	3	0	2	3	1	4	2	2	0	2	1	2	4	4	4	4	4	0	5	3	2	2	6	1	1	0	2	6	5	4	2	0	1	4	7	2	3	1	0	0	7	3	6	2	1	0	1	3	2	3	0	1	4	3	1	10	0	2	0	2	1	2	1	0	12	0	2	0	0	4	2	3	0
