MutationType	SP124389	SP124362	SP124394	SP124334	SP124339	SP124454	SP124380	SP124273	SP124357	SP124399	SP124311	SP124355	SP124434	SP124428	SP124449	SP124298	SP124431	SP124396	SP124409	SP124341	SP124353	SP124278	SP124376	SP124346	SP124439	SP124351	SP124406	SP124323	SP124391	SP124423	SP124382	SP124415	SP124436	SP124460	SP124425	SP124456	SP124367	SP124281	SP124377	SP124412	SP124333	SP124359	SP124286	SP124329	SP124326	SP124458	SP124401	SP124264	SP124384	SP124403	SP124462	SP124271	SP124336	SP124452	SP124386	SP124441	SP124418	SP124291	SP124319	SP124305	SP124447	SP124344	SP124369	SP124348	SP124295	SP124444	SP124365	SP124420	SP124364	SP124307	SP82445	SP83242	SP103894	SP83382	SP82451	SP104330	SP83312	SP82614	SP82431	SP82459	SP113197	SP82532	SP82636	SP82796	SP83482	SP104530	SP82429	SP82644	SP82988	SP82461	SP82900	SP82399	SP82756	SP82836	SP82417	SP82471	SP82435	SP104056	SP83083	SP82433	SP82780	SP83019	SP83099	SP83146	SP103866	SP83844	SP83027
T[Ins(C):R4]A	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
T[Ins(C):R4]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
T[Ins(C):R4]T	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	16	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
T[Ins(C):R5]A	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	7	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0
T[Ins(C):R5]G	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R5]T	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	12	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R6]A	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	20	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
T[Ins(C):R6]G	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	3	1	1	1	1	1	0	1	0	0	1	0	1	0	0	1	2	0	0	0	0	2	1	0	0	0
T[Ins(C):R6]T	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T[Ins(C):R7]A	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	0	0	1	0	1	1	3	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
T[Ins(C):R7]G	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R7]T	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]A	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
T[Ins(C):R8]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R8]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T[Ins(C):R(9,)]T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R0]A	6	18	3	2	3	2	8	1	2	22	18	1	11	18	14	43	7	3	26	2	1	0	2	1	40	1	4	0	3	0	37	98	31	18	4	4	7	2	3	1	2	1	0	2	3	13	40	2	15	2	9	4	3	10	13	1	14	0	8	1	86	0	16	1	1	1	9	3	5	6	60	4	9	2	4	0	2	4	54	8	0	12	1	3	6	5	4	5	6	2	13	6	2	2	4	1	1	56	10	2	5	4	0	25	10	3	1
A[Ins(T):R0]C	0	1	0	0	0	0	1	0	1	2	0	0	0	1	0	1	0	1	3	0	0	0	0	0	2	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0
A[Ins(T):R0]G	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	2	1	1	0	1	0	0	0	0	2	0	1	0	0	0	2	9	0	1	0	0	2	0	0	1	1	0	0	0	0	0	6	2	6	0	1	1	0	0	2	0	0	0	1	1	9	0	1	1	0	0	3	0	0	0	8	0	4	0	0	0	0	1	1	0	0	3	1	1	0	2	0	2	0	1	3	2	2	0	0	0	0	1	1	1	0	0	0	2	1	0	0
A[Ins(T):R1]A	1	4	0	1	0	1	3	1	2	0	1	0	1	4	0	6	0	0	8	1	0	0	0	1	2	0	1	1	3	0	11	13	7	5	1	1	2	1	1	2	1	2	0	0	2	3	6	1	6	1	1	3	0	1	4	1	4	1	2	1	11	2	4	1	3	1	2	5	2	3	10	1	5	2	1	1	0	1	9	1	0	4	1	0	2	6	0	5	1	2	5	6	0	2	2	2	4	10	2	0	2	2	1	5	5	5	0
A[Ins(T):R1]C	0	0	0	1	0	1	1	0	1	3	1	0	2	2	1	4	0	0	0	0	0	0	1	2	1	0	1	1	0	0	8	7	1	2	0	0	1	1	0	0	0	0	0	0	0	2	5	0	1	0	2	3	0	0	2	0	1	0	2	1	5	0	3	1	1	0	1	1	3	4	3	0	2	0	0	0	0	0	2	1	0	4	0	2	0	0	0	1	0	0	1	2	0	0	0	1	0	4	1	0	1	0	0	1	1	0	0
A[Ins(T):R1]G	1	0	1	0	1	0	2	0	2	2	1	0	1	4	1	3	1	2	1	2	1	1	0	0	3	1	0	0	1	0	5	2	3	1	0	1	1	1	0	0	1	2	0	0	0	0	5	1	6	0	1	1	2	0	3	4	0	0	0	2	11	0	3	0	1	1	1	0	0	2	5	1	1	0	2	0	1	1	4	1	0	3	0	0	0	1	0	5	4	1	4	0	1	0	0	0	2	4	0	2	2	2	1	4	2	1	1
A[Ins(T):R2]A	2	1	0	0	0	0	0	0	0	1	2	0	0	1	1	1	0	1	3	1	0	2	0	1	1	0	0	0	0	0	4	6	0	3	0	0	1	0	1	1	1	2	0	1	0	4	5	4	2	0	3	1	0	0	1	3	0	1	1	2	4	0	0	3	2	0	2	2	1	1	2	0	3	2	1	0	0	1	4	2	0	4	1	0	0	4	0	1	3	0	3	1	0	1	1	0	1	4	0	2	3	4	1	1	0	0	0
A[Ins(T):R2]C	0	1	1	1	0	0	2	1	0	1	0	0	2	1	1	3	0	0	5	0	0	1	0	1	1	0	2	0	0	0	10	3	4	1	2	1	0	0	0	0	0	1	0	0	0	0	6	1	8	0	1	2	1	1	1	0	1	0	1	2	10	0	0	0	1	0	0	1	2	0	8	0	1	0	2	0	1	0	2	0	0	0	0	0	0	1	1	1	0	0	2	2	0	0	0	1	1	1	1	1	0	3	0	3	0	0	0
A[Ins(T):R2]G	0	2	0	0	0	2	2	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	1	1	0	0	0	1	1	3	0	1	0	0	0	0	1	0	0	0	1	0	1	2	1	21	0	0	2	0	0	0	0	2	0	0	2	4	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	3	0	1	1	0	0	1	2	0	3	1	2	1	3	1	0	0	1	1	1	0	0	2	1	0	1	0	4	1	1	0
A[Ins(T):R3]A	0	3	0	0	0	0	1	1	1	2	0	0	1	4	1	1	1	0	6	1	0	2	0	0	2	0	1	1	0	0	6	7	3	2	1	0	2	0	0	0	0	1	0	0	1	3	5	0	6	0	1	2	1	1	3	1	1	1	1	2	7	0	1	0	0	1	1	2	2	2	3	1	1	1	1	0	2	2	4	0	1	1	1	0	1	3	0	4	0	0	3	3	0	0	2	2	0	3	1	2	1	2	0	3	0	0	0
A[Ins(T):R3]C	0	4	1	0	0	0	1	0	0	1	1	0	2	1	2	3	2	1	1	2	0	1	1	0	4	0	0	0	0	0	3	9	6	0	1	2	3	0	1	0	0	1	0	1	1	1	5	0	7	0	1	2	0	1	1	0	3	0	0	0	8	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	5	0	0	1	0	0	1	1	1	1	2	1	2	1	0	0	0	0	0	5	2	1	0	1	0	3	1	0	0
A[Ins(T):R3]G	1	1	0	1	0	2	1	0	0	0	0	0	1	1	0	1	2	0	2	2	0	0	1	0	2	0	2	0	0	0	1	1	3	2	1	0	0	0	0	1	0	0	0	2	0	3	2	0	15	0	0	0	0	0	1	0	1	0	1	2	6	2	2	0	0	0	0	0	2	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	2	1	0	0	1	1	1	0	1	0	2	0	0	0	0	0	1	1	2	0
A[Ins(T):R4]A	0	1	2	2	0	0	1	2	3	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	3	4	4	3	1	0	3	0	0	0	1	2	0	0	0	1	2	0	16	1	0	1	2	0	3	2	0	1	1	1	2	0	0	1	1	0	2	0	1	2	0	0	0	1	1	0	1	1	4	0	0	1	3	0	1	1	0	2	1	1	0	1	0	0	2	1	1	3	0	0	0	0	1	3	1	1	2
A[Ins(T):R4]C	2	3	1	1	0	0	1	1	0	2	2	0	2	3	1	3	1	0	2	2	0	0	0	0	1	1	0	0	1	0	3	8	5	1	0	0	0	0	1	0	1	0	0	1	0	1	5	0	20	0	3	1	1	1	0	2	0	1	3	0	0	1	2	2	0	0	1	0	2	2	5	0	3	1	0	0	2	1	2	0	0	0	0	0	1	5	0	1	1	1	1	4	0	0	2	0	1	3	1	1	1	0	0	3	2	0	0
A[Ins(T):R4]G	3	0	0	3	0	0	3	2	1	3	0	0	0	2	0	4	0	0	1	0	0	0	1	2	1	0	0	0	0	0	1	2	2	0	0	0	1	0	1	1	0	0	0	1	1	2	4	2	21	1	0	2	2	0	0	0	2	2	3	1	2	0	4	1	1	1	1	0	1	0	4	0	1	0	0	0	0	1	1	0	1	1	0	1	0	2	0	1	1	0	1	0	0	3	2	0	1	3	2	0	0	3	0	1	1	0	0
A[Ins(T):R5]A	1	1	0	2	1	1	1	2	1	3	4	2	0	4	1	4	1	3	1	1	1	1	1	6	2	0	2	1	0	0	4	3	11	2	0	0	1	1	1	1	2	3	0	1	0	1	7	2	55	0	4	3	0	1	1	3	0	1	1	2	7	1	5	1	6	3	2	3	3	1	6	0	3	3	1	0	2	0	2	2	1	4	0	2	1	7	1	3	0	1	0	6	0	2	1	0	1	2	0	0	1	1	1	2	0	2	1
A[Ins(T):R5]C	1	4	3	3	3	1	1	0	0	6	1	1	1	6	4	6	3	2	3	2	0	2	1	3	3	0	1	3	1	1	7	9	10	6	1	0	2	1	1	3	0	0	0	1	5	4	11	5	48	0	3	4	2	1	1	1	1	3	3	1	11	0	4	1	6	1	1	3	6	1	10	1	2	4	3	0	2	1	4	4	0	2	0	1	1	9	0	2	0	1	0	2	0	2	2	2	2	3	1	2	1	1	0	2	3	2	1
A[Ins(T):R5]G	1	6	0	3	1	1	1	0	0	2	3	1	3	5	5	7	1	2	6	1	0	2	1	3	2	0	0	1	1	1	3	4	9	1	0	1	5	0	1	2	1	1	0	2	2	3	9	3	67	0	3	2	4	1	2	2	0	1	4	2	6	0	0	2	0	1	1	3	6	2	5	0	1	2	3	0	1	1	4	2	0	1	1	2	0	2	2	0	2	0	0	1	2	5	0	2	1	8	1	2	1	1	0	0	1	2	1
A[Ins(T):R6]A	4	4	1	5	0	3	3	6	1	3	3	1	3	5	4	7	1	3	4	7	1	2	1	5	1	0	3	2	3	0	1	8	13	3	5	1	0	2	2	1	1	8	2	1	4	1	10	3	106	0	3	12	7	3	3	3	1	2	2	4	8	1	3	3	3	5	4	3	4	6	4	2	0	0	5	0	2	1	4	2	0	6	7	5	0	13	2	3	4	1	4	3	2	1	2	6	2	7	1	3	4	0	5	2	0	1	4
A[Ins(T):R6]C	4	8	2	4	1	4	3	2	0	6	2	5	2	7	8	5	2	4	7	4	1	5	1	8	5	1	0	4	3	0	3	7	7	4	4	0	3	2	1	1	2	4	2	0	4	1	5	7	94	1	4	15	11	0	1	2	2	2	2	5	2	3	1	1	3	8	4	3	8	3	7	2	2	2	5	0	1	1	3	5	3	7	2	0	3	14	3	4	6	2	1	3	2	4	4	5	0	9	1	3	0	3	4	4	3	1	2
A[Ins(T):R6]G	4	6	1	5	2	2	2	9	5	3	6	0	6	10	8	13	1	4	7	3	1	4	2	8	5	1	2	1	5	1	5	1	10	5	2	1	2	3	1	1	3	6	2	1	1	1	10	2	133	0	1	9	5	4	5	3	2	5	1	13	6	4	4	3	7	5	2	0	7	2	0	2	4	1	5	2	1	0	3	3	1	3	4	1	0	14	1	3	3	7	0	4	0	7	0	13	2	6	5	0	4	2	2	4	2	1	4
A[Ins(T):R7]A	2	3	1	5	0	5	1	15	2	7	4	2	2	6	5	11	0	4	4	4	0	7	1	7	3	0	2	2	7	2	4	5	3	2	0	0	0	2	1	1	0	10	1	1	9	2	5	5	176	1	2	11	4	1	4	5	2	3	1	4	8	0	3	0	6	5	5	3	9	4	1	6	4	3	8	0	3	1	2	1	3	2	8	2	3	23	0	1	4	5	2	7	0	4	1	12	4	9	5	1	1	2	0	3	2	1	6
A[Ins(T):R7]C	4	2	2	5	0	4	3	14	2	7	6	1	0	5	4	5	2	13	7	4	2	5	4	12	2	3	1	2	2	0	7	10	3	7	2	0	3	5	1	4	2	3	1	1	4	3	7	5	120	0	3	12	2	1	4	2	4	7	2	2	12	2	2	1	10	1	3	3	8	1	7	0	5	1	8	1	0	3	0	2	2	3	4	0	1	14	2	6	3	5	1	2	1	6	3	9	3	5	1	2	3	4	3	3	2	2	3
A[Ins(T):R7]G	1	6	3	2	1	1	2	6	1	7	2	1	3	6	7	6	4	5	2	4	0	9	0	6	2	0	0	1	1	0	4	5	4	7	0	0	0	1	2	3	1	5	0	1	8	1	7	3	161	0	2	10	4	3	3	2	2	2	1	4	5	4	2	1	8	5	3	3	4	2	4	3	5	1	6	0	1	2	5	0	1	4	5	3	3	20	1	4	3	3	2	1	0	4	4	13	3	2	2	1	3	4	0	4	1	2	3
A[Ins(T):R8]A	1	2	1	1	0	0	3	8	4	6	2	2	3	8	4	5	0	1	3	1	0	4	5	7	1	2	1	1	4	1	5	4	3	5	0	1	3	3	3	1	4	6	1	0	4	0	7	4	130	0	4	12	7	3	5	8	1	5	3	5	5	1	2	1	4	2	2	4	6	2	2	3	1	3	3	0	2	1	0	0	2	2	6	4	2	16	0	4	0	1	1	1	1	3	2	7	4	3	3	1	1	2	3	3	0	1	0
A[Ins(T):R8]C	1	3	1	3	1	2	1	11	0	4	4	2	2	11	3	5	3	5	5	2	1	3	1	10	2	1	0	1	5	1	1	6	5	1	1	1	0	3	0	1	3	1	1	0	3	1	1	6	80	0	1	12	9	2	5	2	2	1	0	1	5	0	1	2	4	6	0	2	3	3	2	2	1	3	3	0	2	0	3	0	1	4	2	0	0	23	3	4	2	4	4	5	1	2	0	4	0	4	0	2	0	0	1	5	0	1	0
A[Ins(T):R8]G	4	2	0	1	2	1	1	8	0	2	4	1	2	4	5	3	1	4	7	1	1	6	1	14	1	1	0	5	3	1	3	4	8	6	0	0	1	3	2	1	0	4	2	0	4	2	3	4	124	0	5	10	5	2	1	7	2	4	0	1	4	1	4	2	3	4	4	0	3	1	4	3	2	3	4	0	1	3	2	0	1	4	3	4	0	15	1	5	1	2	2	4	0	3	1	8	0	2	2	3	3	2	0	1	3	1	2
A[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R0]A	0	3	2	0	0	0	1	0	2	1	0	0	0	1	5	4	0	3	1	0	1	0	1	0	4	0	0	0	0	0	5	3	1	5	0	0	2	0	0	0	1	1	0	1	0	0	3	1	1	0	0	0	0	1	0	0	0	0	2	0	6	0	1	1	1	0	2	1	2	0	4	1	6	0	0	0	0	1	3	1	0	3	0	1	0	1	0	1	0	1	3	1	0	0	1	0	0	4	0	0	0	0	0	1	1	0	0
C[Ins(T):R0]C	1	7	4	1	0	2	3	0	1	3	1	0	3	9	1	9	2	2	4	0	0	0	0	0	7	0	1	0	0	0	9	34	10	2	2	1	1	0	1	0	0	0	0	0	2	4	20	1	7	0	3	1	0	2	5	0	4	0	3	1	12	0	7	0	0	2	1	0	5	0	19	1	2	1	1	0	0	3	9	1	0	5	0	1	0	3	2	5	3	4	6	4	0	2	2	0	0	5	2	0	0	4	0	6	0	2	0
C[Ins(T):R0]G	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C[Ins(T):R1]A	0	2	1	2	0	2	1	1	1	1	4	0	1	2	3	4	0	1	2	0	1	0	0	1	1	1	0	0	2	0	2	2	1	0	0	0	1	3	1	0	0	0	0	1	1	1	7	2	3	1	2	2	2	1	0	1	0	0	0	3	2	0	2	1	0	0	1	1	0	2	2	1	0	1	1	0	2	1	3	3	1	1	3	1	2	1	2	0	0	1	2	2	2	2	1	2	0	2	1	1	2	0	2	1	1	0	1
C[Ins(T):R1]C	1	2	1	1	0	0	1	0	0	0	0	0	1	0	0	4	0	1	4	0	0	0	0	0	3	1	1	0	0	0	8	9	6	3	0	1	0	0	1	0	0	0	0	1	0	2	9	1	1	0	0	0	0	1	0	0	1	1	2	2	8	0	1	0	1	0	2	3	2	1	13	0	3	0	1	0	1	1	1	3	0	0	1	1	2	0	1	4	1	1	2	1	0	1	2	0	0	4	1	0	2	0	0	2	1	4	0
C[Ins(T):R1]G	3	4	0	1	0	0	0	2	1	1	0	0	0	0	1	2	0	1	3	0	1	1	0	3	1	0	1	0	0	0	5	4	6	0	0	0	0	0	0	1	4	2	1	0	3	0	1	1	2	2	0	2	1	2	2	2	1	2	0	1	3	2	2	3	2	0	4	1	2	1	1	0	2	1	1	0	3	1	0	1	0	2	1	1	0	4	2	2	4	2	0	1	1	1	1	1	2	4	3	0	2	2	0	3	1	0	1
C[Ins(T):R2]A	1	1	0	0	0	0	1	2	0	1	0	0	0	0	0	4	2	0	2	3	0	0	0	0	1	1	0	0	1	0	1	1	2	1	0	0	1	0	0	1	1	1	0	0	0	1	4	1	5	0	1	0	2	0	0	2	1	0	1	1	1	3	1	0	0	1	1	0	0	1	4	1	0	2	0	0	0	3	2	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	3	0	1	1	0	0	1	1	0	1	0	1	0
C[Ins(T):R2]C	2	2	1	0	0	1	0	1	0	0	3	0	2	6	1	7	1	1	2	0	0	0	1	1	6	0	0	0	0	0	3	29	4	3	0	0	0	0	2	2	2	0	0	0	0	1	6	1	14	0	0	0	0	0	0	1	1	1	2	1	10	0	2	1	0	2	2	1	3	4	9	0	3	0	1	0	1	1	9	1	1	1	0	0	1	0	0	5	1	0	1	2	0	1	0	0	0	6	0	1	0	1	1	4	0	1	2
C[Ins(T):R2]G	0	0	0	0	0	1	0	1	0	0	0	0	2	1	2	1	1	1	2	0	1	0	0	1	1	0	2	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	1	4	1	32	0	0	0	1	0	3	1	0	0	0	1	6	0	1	1	0	0	0	0	0	1	2	0	3	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	2	1	0	0	2	1	3	0	0	2
C[Ins(T):R3]A	4	1	1	1	0	1	0	0	0	3	2	0	1	1	1	4	0	1	0	0	0	0	0	0	1	0	1	0	2	1	2	6	2	2	0	0	2	0	0	0	0	0	0	0	0	2	1	2	7	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	2	0	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	1	1	0	0	0	0	0	2	1	2	0	1	0	5	0	0	0
C[Ins(T):R3]C	1	3	0	1	0	1	1	1	1	0	0	0	2	1	1	5	0	1	0	1	0	0	0	0	4	0	1	0	0	0	5	20	5	4	4	0	4	0	1	2	0	1	0	0	0	2	5	2	8	0	1	2	0	0	2	1	3	0	0	0	11	0	0	1	0	1	0	1	3	0	4	1	2	0	0	0	0	0	7	2	0	0	1	0	1	0	2	1	1	1	1	3	0	1	2	1	0	4	1	0	1	0	0	1	2	1	0
