MutationType	SP18310	SP17172	SP96133	SP110242	SP114330	SP21017	SP22383	SP81312	SP22031	SP96112	SP19215	SP96120	SP16886	SP96124	SP19295	SP19670	SP17905	SP16934	SP20993	SP19983	SP18121	SP96122	SP119755	SP96126	SP19606	SP96118	SP21528	SP21400	SP23078	SP17430	SP96110	SP18946	SP21057	SP22750	SP19750	SP17016	SP16958	SP17329	SP96116	SP96129	SP21193	SP18787	SP96114	SP19582	SP17294	SP80367	SP82087	SP80615	SP80271	SP81172	SP81840	SP80657	SP81494	SP81711	SP80423	SP80754	SP81440	SP80950	SP82103	SP81137
Ins2:U2:R4	262	64	182	294	4	212	121	23	8	2	109	5	20	9	16	1	78	5	5	2	147	3	9	7	0	21	2	13	1	1	4	59	10	2	2	2	5	2	5	6	0	7	3	0	4	3	1	59	5	2	3	1	2	6	0	3	1	2	3	7
Ins2:U2:R(5,9)	1391	262	933	1794	19	1090	612	52	29	12	603	34	59	34	39	20	123	16	29	26	647	47	37	63	13	99	18	44	7	8	17	197	20	15	18	23	21	10	28	18	7	43	23	3	26	1	6	154	15	21	37	10	6	21	9	13	7	7	26	9
Ins3:U1:R1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
Ins3:U1:R3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R4	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
Ins3:U1:R(5,9)	11	0	2	20	0	11	0	0	0	1	7	3	0	0	0	0	1	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U3:R1	0	7	14	7	1	5	4	5	3	3	5	4	4	3	3	5	3	4	5	7	5	4	7	4	3	0	4	7	4	4	1	6	3	3	1	0	24	2	3	6	3	5	2	2	5	1	0	3	2	7	9	0	2	4	2	6	2	1	2	5
Ins3:U3:R2	2	0	3	5	0	3	5	0	0	0	0	2	1	0	0	0	0	1	1	3	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	4	3	0	1	1	0	0	0	0	2	0	0	1	1	1	2	1	1	2	0	0	0	0	0	0
Ins3:U3:R3	4	1	5	5	0	7	4	0	0	0	3	0	0	0	1	0	1	0	0	0	3	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
Ins3:U3:R4	28	3	17	18	0	19	16	2	0	0	9	1	0	1	1	1	0	0	0	0	6	1	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	2	2	1	0	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	3
Ins3:U3:R(5,9)	145	12	89	179	3	134	69	5	1	0	53	4	2	4	1	1	1	1	2	5	65	5	6	3	1	11	0	3	3	1	3	10	0	5	2	1	5	1	2	5	1	5	1	0	4	0	0	3	2	2	1	0	1	2	3	1	2	2	0	9
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Ins4:U2:R2	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R3	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ins4:U2:R4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	30	5	9	43	0	12	4	1	0	0	13	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R1	2	0	12	11	1	9	11	4	1	5	3	6	1	4	4	1	3	5	4	7	1	4	1	1	1	0	1	2	3	2	2	3	6	1	1	3	24	1	5	0	3	10	5	1	3	2	6	5	5	4	3	1	1	5	4	4	0	0	6	6
Ins4:U4:R2	3	1	1	4	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R3	5	0	4	6	0	5	4	1	0	0	1	0	0	0	1	0	1	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2
Ins4:U4:R4	11	4	12	10	1	17	6	1	1	1	10	2	0	0	2	0	1	2	2	2	5	0	0	2	0	1	0	2	0	2	1	1	0	1	1	1	0	1	0	2	0	2	2	0	1	0	1	2	1	1	1	0	1	2	0	0	1	0	0	2
Ins4:U4:R(5,9)	20	10	33	60	1	61	22	4	2	0	20	2	0	2	6	4	0	2	3	2	15	2	8	1	1	2	2	0	2	0	1	1	3	1	0	2	2	0	4	1	0	4	1	0	2	1	0	5	3	0	2	0	0	2	1	2	0	1	1	3
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U1:R(5,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U2:R(5,9)	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins(5,):U(3,):R1	10	29	23	23	11	19	25	9	12	9	5	25	5	14	15	14	18	15	18	20	7	25	16	18	5	0	10	16	45	4	8	21	9	7	8	18	94	7	14	13	9	13	14	6	13	9	13	24	11	2	30	7	12	16	9	21	10	8	9	117
Ins(5,):U(3,):R2	3	1	2	3	1	5	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	3	0	0	0	4	0	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1
Ins(5,):U(3,):R3	1	1	1	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Ins(5,):U(3,):R4	0	1	5	2	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0
Ins(5,):U(3,):R(5,9)	2	1	5	5	0	8	1	0	0	0	3	2	0	1	0	0	1	0	1	0	2	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Del2:M1	147	26	118	177	8	102	90	9	9	7	81	13	6	6	6	8	5	13	16	21	73	15	18	11	7	28	6	6	5	9	16	19	11	9	3	15	9	9	7	17	7	10	8	1	8	6	17	22	5	5	3	2	5	11	14	10	7	9	8	5
Del3:M1	15	4	10	12	4	9	6	1	0	1	11	5	0	1	0	0	1	1	0	1	7	4	2	4	2	2	2	1	4	3	3	2	7	3	0	2	5	1	3	2	1	4	2	0	0	3	1	4	1	2	0	0	2	5	5	0	0	1	0	2
Del3:M2	170	11	103	155	6	80	88	3	5	5	94	12	7	6	14	13	7	11	6	19	97	18	15	11	8	22	11	4	2	5	15	9	13	7	7	14	20	6	4	16	5	11	5	4	13	2	8	10	10	2	5	4	7	19	7	6	2	8	5	3
Del4:M1	29	2	15	19	1	12	11	2	1	0	8	0	1	3	1	0	2	2	2	1	13	2	1	2	4	2	2	1	0	2	0	3	1	2	2	3	4	1	4	4	1	1	2	1	3	0	1	4	1	3	3	1	5	5	1	3	2	0	0	0
Del4:M2	49	4	38	43	3	24	41	4	2	1	38	8	3	3	4	3	2	5	3	7	21	6	3	6	2	8	1	4	3	3	6	3	14	4	3	11	6	3	2	10	6	4	6	2	6	0	4	8	3	1	2	3	7	2	4	1	1	3	3	6
Del4:M3	72	4	33	77	4	31	30	5	0	5	25	3	3	4	7	1	4	5	4	12	27	3	5	2	3	14	0	3	3	3	6	5	8	6	0	7	12	3	2	9	1	1	4	1	2	2	4	11	5	3	7	3	3	6	6	6	0	7	2	5
Del5:M1	5	0	6	4	1	3	0	0	0	2	2	3	0	0	0	1	0	0	2	1	2	1	0	1	2	1	0	1	1	0	3	0	1	0	0	0	3	0	0	2	3	5	1	1	1	2	0	5	3	2	1	0	1	4	2	3	2	0	0	0
Del5:M2	4	1	2	7	0	3	3	1	0	2	4	1	0	1	0	0	1	0	0	2	1	1	3	2	1	2	0	2	1	0	1	2	4	2	1	0	4	0	1	2	1	1	0	1	0	0	1	1	1	2	0	1	2	1	3	1	0	0	0	3
Del5:M3	6	2	1	12	2	2	3	0	0	0	3	2	0	2	1	1	0	0	1	1	6	2	3	1	2	2	2	0	2	0	2	2	0	1	1	0	1	1	2	1	0	1	1	0	2	2	0	1	1	0	3	0	1	1	1	1	0	1	1	0
Del5:M4	12	0	4	9	0	8	1	1	0	1	3	2	1	1	0	0	1	1	0	1	3	1	0	0	0	1	0	2	2	1	1	3	1	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0
Del6:M1	2	0	2	2	0	2	2	1	0	0	2	0	0	0	1	2	1	2	0	1	1	0	1	2	0	1	3	0	1	0	1	1	1	0	0	1	4	0	0	0	0	1	1	2	2	0	0	2	1	0	5	1	1	3	4	1	1	0	0	1
Del6:M2	1	1	3	4	0	2	0	0	2	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	2	2	1	0	1	0	0	1	0	1	0	0	0	1	0	3	1	2	2	1	0	0	0	1	0
Del6:M3	1	0	2	6	1	0	2	1	0	0	1	0	0	2	1	0	0	0	0	2	1	1	0	0	0	0	1	0	1	1	0	0	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	1	0	2	1	1	1	0
Del6:M4	4	1	1	4	0	6	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0
Del6:M5	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Del(7,):M1	12	11	18	22	9	16	14	3	3	6	6	8	4	4	7	4	1	4	6	6	5	7	12	13	8	3	8	4	6	3	5	7	5	7	2	4	28	1	8	15	10	11	6	5	8	6	3	21	4	8	11	4	7	26	4	16	3	4	4	21
Del(7,):M2	4	9	11	20	6	7	14	9	5	5	3	10	6	2	7	2	3	6	7	8	7	7	11	9	9	1	7	2	8	13	7	7	8	8	5	7	21	3	7	8	8	11	4	4	7	6	6	39	9	8	9	6	6	17	7	6	3	2	7	18
Del(7,):M3	4	5	8	13	2	8	5	4	3	2	4	4	0	5	3	4	1	3	2	3	4	4	1	2	4	2	1	0	7	2	3	3	12	2	7	4	14	2	4	4	6	7	7	4	3	2	2	17	4	5	0	1	3	8	5	5	1	2	2	3
Del(7,):M4	6	5	2	5	1	3	1	0	0	1	7	1	2	2	0	3	2	3	4	2	1	7	1	2	3	2	1	0	0	2	2	1	4	0	1	1	5	0	1	4	4	1	1	2	3	1	1	9	0	5	1	1	2	7	0	3	0	3	3	1
Del(7,):M5	3	0	2	3	1	3	2	3	0	1	4	2	0	1	0	0	0	0	1	2	0	2	3	2	1	0	0	1	2	0	1	1	0	0	0	0	4	0	0	0	0	4	1	2	1	1	0	11	1	3	1	0	2	2	0	2	0	0	1	1
Del(7,):M(6,)	11	4	7	9	1	12	5	5	4	2	2	8	1	4	2	2	1	0	3	3	4	3	7	5	2	0	1	0	0	0	3	1	4	3	3	2	4	3	5	3	2	4	5	0	2	1	5	7	1	1	7	2	0	8	3	3	2	3	2	6
Complex(0,1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(2,5)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(6,10)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(11,20)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Complex(21,)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
