MutationType	CPCT02020340T	CPCT02140010T	CPCT02110007T	CPCT02140015T	CPCT02020376T	CPCT02050051T	CPCT02140017T	CPCT02040048T	CPCT02060029T	CPCT02060039T	CPCT02050077T	CPCT02060050T	CPCT02020866T	CPCT02120177T	CPCT02140095T	CPCT02120176T	CPCT02120085T	CPCT02100138T	CPCT02080177T	CPCT02230079T	CPCT02340107T	CPCT02120096T	CPCT02120102T	CPCT02440023T	CPCT02160060T	CPCT02180055T	CPCT02140104T	CPCT02140105T	CPCT02190055T	CPCT02030551TII	CPCT02050317T	CPCT02180078T	CPCT02220075T	CPCT02230085T	CPCT02120195T	CPCT02080302T	CPCT02070470T	CPCT02300034T	CPCT02020955T	CPCT02020965T	CPCT02140094TII	CPCT02210083T	CPCT02100200T	CPCT02140106T	CPCT02140059T	WIDE01010156T	CPCT02100174T	CPCT02120200T	CPCT02140070T	CPCT02040248T	CPCT02060149T	CPCT02020718T	CPCT02230096T	CPCT02180064T	CPCT02020764T	CPCT02440012T	CPCT02020752T	CPCT02140071T	CPCT02140074T	CPCT02140017TII	CPCT02120143T	CPCT02030431T	CPCT02180067T	CPCT02160052T	CPCT02140080T	CPCT02170036T	CPCT02290045T	CPCT02060269T	CPCT02230113T	CPCT02050407T	CPCT02030543T	CPCT02190050T	CPCT02140087T	CPCT02100190T	CPCT02140094T	CPCT02130164T	CPCT02140093T	CPCT02020592T	CPCT02180076T	CPCT02020865T	CPCT02230059T	CPCT02180022T	CPCT02120014T	CPCT02180033T	CPCT02140046T	CPCT02080111T	CPCT02120027T	CPCT02140042TII	CPCT02070169T	CPCT02160024T	CPCT02020566T	CPCT02230033T	CPCT02030356T	CPCT02090021T	CPCT02330047T	CPCT02100107T	CPCT02020580T	CPCT02180003T	CPCT02020414T	CPCT02050087T	CPCT02010458T	CPCT02020447T	CPCT02060067T	CPCT02020480T	CPCT02140042T	CPCT02120002T	CPCT02030332T	CPCT02230015T	CPCT02060138T	CPCT02360007T	CPCT02040181T	CPCT02300027T	CPCT02120090T	WIDE01010520T	WIDE01010600T	WIDE01010710T	WIDE01010727T
C[Ins(T):R7]C	0	0	2	2	2	1	2	0	3	0	2	2	0	0	0	6	6	3	6	0	4	0	1	1	1	2	1	0	0	3	0	1	0	5	1	3	1	2	1	2	1	1	4	0	2	0	2	1	2	1	0	1	11	0	6	2	1	0	0	1	0	3	1	1	1	6	0	0	2	1	4	1	0	2	0	0	0	0	0	0	0	0	3	37	2	2	2	1	2	2	0	2	0	3	1	3	2	0	6	0	1	3	0	0	3	2	2	3	1	105	3	0	0	1	0	8	1
C[Ins(T):R7]G	0	1	1	0	0	0	3	4	8	0	3	4	0	2	2	5	0	3	5	3	8	2	0	6	0	1	0	0	1	8	0	1	1	3	0	4	0	1	0	2	2	1	0	1	1	0	1	0	1	0	1	1	1	1	5	2	1	1	0	3	1	0	0	1	3	6	1	1	2	1	2	5	1	4	0	0	1	1	0	0	1	3	1	65	2	3	1	2	0	3	0	2	0	1	2	1	0	0	3	3	1	6	1	0	2	1	1	2	1	162	0	2	0	1	0	3	0
C[Ins(T):R8]A	1	0	1	1	5	2	2	1	1	0	9	2	0	0	0	10	0	3	11	2	4	2	0	2	2	1	2	0	2	10	1	0	2	3	1	1	0	3	0	0	0	1	1	1	1	0	0	0	2	1	0	3	8	1	4	2	3	3	2	1	2	1	1	1	2	6	1	1	0	0	2	0	2	8	0	0	0	1	0	0	2	7	1	58	1	8	9	0	0	1	0	2	0	1	1	3	2	0	0	0	2	5	0	0	3	0	3	0	0	154	2	0	0	2	0	10	1
C[Ins(T):R8]C	0	0	3	1	2	2	6	2	4	1	1	2	1	0	1	6	4	4	3	7	4	2	0	3	1	3	1	4	3	3	0	1	2	4	2	1	0	3	1	0	0	1	0	1	1	0	0	0	3	2	0	1	6	1	14	2	0	0	0	5	2	2	3	0	0	10	0	0	1	2	0	3	1	3	1	0	2	0	0	2	1	8	1	59	1	7	4	1	0	1	0	1	1	1	2	4	3	0	1	2	0	2	0	1	3	1	1	1	1	166	1	0	1	3	0	9	0
C[Ins(T):R8]G	2	1	1	3	2	1	5	5	9	3	2	2	1	1	1	9	0	3	7	3	8	1	0	2	1	0	1	2	3	9	0	1	1	2	2	2	0	3	0	0	4	1	1	0	1	0	0	0	3	2	0	3	8	0	10	3	4	1	1	7	2	1	2	1	3	14	0	0	3	2	3	1	0	4	2	0	3	0	0	0	3	11	0	81	0	9	2	0	0	0	0	1	1	0	4	3	2	0	3	5	3	5	2	3	1	2	4	1	2	241	1	0	0	3	0	5	0
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	0	0	1	1	0	3	2	1	1	2	0	0	2	2	30	3	0	0	1	2	1	0	0	3	3	1	1	3	4	19	1	2	0	3	1	1	1	1	0	0	6	2	3	0	2	0	0	1	1	0	0	1	2	0	1	0	0	0	1	2	1	1	1	0	2	0	1	1	0	0	0	1	2	2	0	0	0	0	2	0	0	2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1	3	2	1	0	0	0	0	1	0
G[Ins(T):R0]C	0	1	0	2	0	1	2	2	0	0	0	0	0	2	0	0	0	2	1	0	1	0	0	2	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	2	1	1	0	0	1	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
G[Ins(T):R0]G	2	1	2	1	1	1	1	2	0	0	2	0	0	0	3	0	2	1	1	1	1	3	1	3	0	0	1	0	2	2	0	0	1	1	0	2	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	2	0	1	0	0	0	1	0	0	0	1	1	0	2	1	3	1	0	0	0	1	0	0	0	2	0	2	0	2	1	0	0	2	0	0	1	0	2	0	1	0	0	0	1	1	1	2	0	0	1	0	2	8	2	0	1	0	1	1	2
G[Ins(T):R1]A	2	4	6	2	2	2	5	14	5	1	3	4	4	3	6	6	3	2	4	3	3	4	0	7	2	1	1	3	7	4	0	4	2	4	2	6	2	2	4	1	5	6	4	3	4	4	2	0	0	1	2	2	3	3	1	3	1	2	3	5	2	2	0	2	0	0	0	3	2	3	4	5	4	4	0	2	3	2	3	4	2	3	5	1	0	2	6	0	1	3	0	3	4	1	5	3	5	0	4	1	5	1	3	2	2	4	3	2	2	4	4	3	4	1	5	1	1
G[Ins(T):R1]C	1	1	0	0	0	1	0	2	0	3	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	2	1	0	2	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0
G[Ins(T):R1]G	2	0	3	1	0	0	2	5	3	0	4	1	1	1	6	5	3	1	2	2	0	2	0	4	1	0	1	3	4	0	0	1	0	4	3	2	0	1	0	5	1	1	2	0	1	0	2	0	0	1	1	0	0	0	2	1	0	3	4	2	2	0	2	2	0	0	0	1	2	1	1	3	2	2	0	2	7	0	1	5	3	1	3	5	1	2	1	1	0	1	0	0	2	5	1	2	1	0	2	1	1	2	2	0	3	2	1	1	2	17	1	0	0	1	1	1	0
G[Ins(T):R2]A	1	0	0	1	0	0	3	6	4	1	0	2	3	2	2	2	1	0	1	6	1	1	1	4	1	1	0	0	0	1	0	1	3	7	1	1	1	3	1	0	1	1	3	1	1	1	2	1	0	1	0	1	0	3	2	2	1	2	2	3	1	1	1	2	0	0	0	0	0	1	1	0	3	0	2	1	2	0	0	4	2	0	3	1	3	0	0	1	0	0	0	0	0	0	1	2	0	0	3	0	1	1	0	0	1	1	1	1	1	2	1	2	0	4	1	3	0
G[Ins(T):R2]C	1	0	3	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	2	0	0	3	0	0	0	4	1	0	0	1	1	1	0	3	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	2	0	0	1	4	0	0	2	0	0	0	0	0	0	2	2	3	1	0	2	0	0	1	1	0	0	0	0	0	1	8	0	1	1	2	0	1	1
G[Ins(T):R2]G	0	4	0	1	0	2	3	2	0	0	2	3	0	2	4	2	0	0	1	2	1	3	0	4	0	0	0	4	4	1	0	1	1	5	0	4	0	4	0	1	4	1	2	2	4	0	0	0	0	2	1	0	6	4	1	2	0	1	2	3	1	1	0	3	0	0	1	6	0	1	2	2	2	1	1	3	2	0	0	1	1	3	2	9	1	0	2	0	0	3	0	1	0	1	3	4	0	0	0	0	0	0	2	3	2	4	2	1	1	32	1	1	2	3	0	1	1
G[Ins(T):R3]A	1	2	2	1	1	0	2	1	2	0	3	1	1	2	0	2	0	1	0	2	3	1	0	1	1	1	1	2	1	0	0	2	1	2	0	1	0	1	1	1	1	0	1	0	2	0	0	0	0	0	2	2	3	1	1	0	0	0	1	2	1	4	0	1	1	1	0	0	0	2	1	2	0	2	0	1	2	0	0	5	1	1	0	1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	3	0	1	2	7	1	2	2	1	0	0	1
G[Ins(T):R3]C	1	0	0	1	0	1	2	4	0	3	0	3	1	1	1	2	0	0	0	2	1	1	0	0	2	3	1	0	0	0	0	0	0	2	1	1	0	1	0	1	1	0	1	0	2	0	1	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	1	1	0	2	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	6	0	0	1	2	0	0	1
G[Ins(T):R3]G	3	2	1	2	1	0	2	4	0	2	1	3	0	3	1	1	1	0	0	1	3	1	0	1	1	0	0	2	3	0	0	0	1	4	0	0	1	4	0	0	3	0	1	1	1	1	0	1	0	0	0	0	1	0	0	2	1	2	0	2	1	1	1	5	1	1	1	1	0	0	1	2	3	1	3	0	0	1	1	1	0	1	1	9	0	0	1	0	1	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	2	2	11	1	0	0	1	0	4	1
G[Ins(T):R4]A	1	0	1	0	0	0	2	1	0	0	3	1	1	0	0	0	0	0	1	2	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	2	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	2	2	0	0	0	1	1	1	3	1	0	1	0	0	2	0	0	1	2	1	1	0	0	0	0	0	2	0	1	0	0	1	2	1	10	1	1	0	1	0	0	0
G[Ins(T):R4]C	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	2	0	0	1	0	1	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	2	1	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0	1	2	2	1	0	0	1	0	0	8	2	1	0	1	0	0	0
G[Ins(T):R4]G	0	1	4	0	1	1	1	4	1	2	0	1	0	0	1	1	2	0	1	2	0	0	0	1	2	0	0	0	3	0	0	0	0	1	0	0	0	1	2	1	0	0	1	0	2	0	0	0	1	0	0	0	1	1	1	0	1	0	2	2	1	0	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	1	6	1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	1	0	0	0	1	22	2	0	0	2	0	0	0
G[Ins(T):R5]A	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	1	2	0	1	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	2	0	2	0	6	0	0	3	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	1
G[Ins(T):R5]C	1	1	1	0	1	0	2	1	1	1	0	2	0	0	1	0	0	1	1	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	1	1	0	2	0	1	0	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	8	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	20	0	0	0	0	0	0	0
G[Ins(T):R5]G	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0	1	0	2	2	1	3	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	2	2	0	0	2	0	1	0	0	0	1	1	0	1	19	2	0	2	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	1	0	37	1	2	0	0	0	4	0
G[Ins(T):R6]A	1	0	1	2	1	0	1	0	3	0	3	1	1	0	0	3	2	3	0	1	3	0	0	3	0	0	0	0	1	3	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	2	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	27	0	2	1	0	0	2	0	1	0	0	1	2	1	0	0	0	1	3	0	0	2	0	0	0	1	70	0	0	0	0	1	4	1
G[Ins(T):R6]C	1	0	1	2	0	4	2	4	2	0	1	1	0	1	1	6	1	4	3	0	1	1	0	1	1	2	2	2	0	5	1	1	0	4	0	2	0	2	2	0	2	2	4	2	2	1	2	0	0	0	2	0	6	1	2	1	2	0	2	4	1	1	0	2	3	7	1	2	1	2	2	3	3	2	2	0	1	0	2	0	4	7	2	52	2	6	3	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	2	2	2	1	1	3	98	0	0	0	0	0	7	0
G[Ins(T):R6]G	0	1	0	3	3	4	4	1	2	1	1	3	0	0	0	7	0	5	7	6	5	1	0	1	1	1	4	2	2	5	2	0	0	6	2	1	1	1	3	2	0	0	1	2	0	1	2	0	2	1	3	3	7	1	5	2	3	1	1	1	1	1	1	1	3	8	0	0	1	4	1	2	1	6	0	0	2	0	1	0	0	3	0	82	5	5	4	1	0	2	0	1	1	1	0	5	2	0	0	1	2	3	1	0	2	1	2	1	0	186	2	1	1	1	0	7	1
G[Ins(T):R7]A	0	0	0	0	3	1	3	0	2	0	3	1	0	0	0	5	3	5	4	2	2	1	1	3	1	0	2	0	3	4	0	0	0	3	0	0	0	0	0	2	0	1	2	0	2	0	0	1	3	1	0	1	2	1	11	1	2	2	2	0	0	1	1	1	0	5	0	0	1	1	1	2	0	2	0	0	3	1	1	0	0	2	2	35	1	1	3	1	0	0	0	1	0	0	0	0	2	0	3	2	2	2	0	0	1	0	0	0	3	110	1	0	2	0	0	4	0
G[Ins(T):R7]C	1	0	1	0	7	1	4	0	3	0	2	2	0	0	1	6	1	2	2	3	5	1	0	1	0	4	1	1	1	4	0	0	1	5	1	1	2	3	2	0	0	0	2	0	1	1	1	1	0	3	0	0	3	1	5	2	2	0	0	4	1	2	1	0	1	9	1	3	1	0	1	3	0	8	0	1	2	0	0	0	1	6	2	46	0	4	1	0	0	3	0	1	1	1	0	1	1	1	2	3	3	3	0	1	0	0	0	0	4	115	1	0	0	1	0	7	0
G[Ins(T):R7]G	0	0	0	2	4	2	3	3	8	1	1	1	2	0	1	3	6	4	4	5	11	0	0	3	1	2	3	2	2	6	0	0	2	4	4	2	2	2	0	0	2	2	3	1	2	1	0	0	1	2	0	3	5	0	4	0	1	5	0	1	0	0	2	0	3	7	1	4	1	3	2	2	0	4	1	0	0	0	0	2	0	4	1	111	1	4	1	1	2	4	0	0	1	3	1	4	3	0	1	2	0	1	0	1	3	0	1	1	2	222	1	1	1	0	0	5	0
G[Ins(T):R8]A	0	0	1	2	2	1	6	4	2	0	3	0	0	0	2	4	2	1	2	3	4	0	0	1	0	0	1	1	5	9	0	0	1	2	2	1	0	3	0	1	0	0	0	0	0	1	0	1	4	3	1	2	6	1	4	1	0	0	2	7	1	0	2	1	2	8	1	1	3	1	1	2	1	3	0	1	2	0	0	1	2	4	2	68	2	6	3	1	0	4	0	0	0	1	0	5	2	0	2	2	2	5	0	0	1	0	1	1	0	169	4	0	0	2	0	8	0
G[Ins(T):R8]C	1	3	1	1	1	2	2	4	2	1	4	1	1	0	1	2	4	5	7	3	1	0	0	1	0	1	2	1	4	3	0	0	1	1	2	4	0	0	1	0	0	1	3	0	0	1	1	0	3	0	1	0	1	2	9	1	1	3	1	2	4	1	2	0	2	10	3	1	1	3	5	2	0	4	0	0	0	1	0	0	2	6	2	84	1	0	2	0	0	1	0	0	0	1	2	3	0	0	0	3	0	2	0	3	2	0	2	0	1	160	1	0	1	1	0	4	1
G[Ins(T):R8]G	0	1	0	1	4	0	4	2	6	2	1	1	1	0	1	5	0	4	7	5	8	1	0	2	1	1	3	2	9	8	2	1	1	3	1	0	1	2	2	1	0	0	3	1	0	0	1	3	1	0	0	3	6	0	7	3	0	4	2	4	3	4	1	3	0	5	0	0	2	7	3	2	0	4	0	0	4	2	0	1	2	9	1	116	1	4	5	1	0	6	0	1	0	1	0	5	4	1	4	0	1	7	0	0	1	0	1	1	2	252	3	1	1	2	0	12	0
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	12	4	4	8	2	6	9	7	7	5	5	5	4	4	9	12	2	5	2	5	4	5	0	6	5	2	1	8	7	3	2	5	8	9	6	5	1	5	2	9	13	3	5	2	4	2	8	1	4	5	4	0	9	3	7	5	2	2	3	9	5	2	3	5	2	0	4	4	0	3	6	2	7	3	5	2	5	1	4	9	6	3	4	6	1	14	2	2	1	6	0	4	7	3	6	5	4	1	8	1	1	2	2	4	9	5	6	3	12	16	9	5	1	9	8	4	4
Del3:U1:R1	2	0	3	3	1	2	7	3	1	1	1	8	2	2	3	4	0	3	2	6	1	1	0	5	1	0	1	5	2	2	0	1	6	1	3	4	0	0	0	1	5	1	3	3	3	0	1	0	0	5	2	3	3	2	4	2	1	3	5	7	1	2	2	4	0	0	1	3	1	0	1	2	5	3	3	2	8	0	2	2	3	2	7	5	1	3	0	2	1	5	0	5	3	1	4	1	0	2	1	0	0	2	1	4	4	1	0	2	4	11	4	1	1	3	0	2	0
Del4:U1:R1	2	1	4	3	2	2	5	6	4	0	3	2	2	1	5	5	2	3	4	1	1	3	0	4	4	1	0	3	4	3	1	0	1	1	2	6	3	3	2	3	2	2	5	1	0	0	4	0	3	1	1	1	2	1	2	3	1	2	3	5	1	2	2	5	0	1	0	0	0	0	2	3	1	2	1	0	2	0	2	2	1	0	3	6	0	2	5	0	1	3	0	0	2	3	3	1	3	0	4	1	0	0	3	1	0	0	2	0	5	6	2	2	1	1	0	0	0
Del5:U1:R1	0	1	0	2	2	0	3	4	0	0	0	4	1	2	3	1	5	1	4	1	1	5	0	3	2	1	0	1	1	1	1	3	3	4	2	2	0	4	1	2	0	0	3	1	2	0	0	0	2	1	0	2	1	3	7	4	2	3	2	6	1	0	2	0	1	3	1	0	0	4	2	1	1	2	1	0	2	4	1	4	1	2	1	2	1	1	0	0	1	4	1	1	1	3	1	4	2	0	1	1	2	0	0	3	0	2	1	1	5	0	2	0	0	3	0	2	2
Del6:U1:R1	2	2	4	1	0	1	3	3	1	2	1	2	2	0	3	3	3	0	2	3	2	2	0	3	6	2	0	5	0	0	0	2	1	2	2	1	1	2	1	1	4	1	0	0	3	1	1	1	1	3	2	2	2	2	5	1	0	1	0	3	4	2	1	3	0	0	2	2	0	0	3	0	3	4	5	1	1	2	0	4	1	0	1	2	1	1	2	0	0	2	0	1	0	2	3	4	1	1	0	0	1	1	1	3	0	2	0	3	4	2	2	1	2	1	1	5	1
Del7:U1:R1	0	0	2	1	0	2	1	5	0	0	1	3	1	1	4	0	1	0	3	2	3	3	0	3	1	2	2	2	0	1	2	0	2	2	0	2	0	0	0	5	2	0	1	0	3	0	1	0	1	0	1	0	2	1	3	1	2	3	1	2	1	0	0	4	1	0	0	0	0	3	1	1	0	5	2	2	0	4	0	1	0	2	1	0	0	0	2	1	0	2	2	0	0	3	0	2	0	2	1	0	0	2	1	4	0	2	0	1	6	5	2	1	1	3	0	1	0
Del8:U1:R1	1	0	0	2	2	1	2	2	0	1	2	2	0	4	2	2	2	1	0	4	0	2	0	2	0	0	0	1	0	1	0	1	1	3	0	1	0	6	2	1	3	0	2	0	1	0	3	1	0	2	1	0	1	0	1	0	2	1	0	1	0	2	0	1	1	1	1	1	1	2	1	2	2	1	1	3	1	0	0	2	1	1	3	0	0	2	2	0	1	2	1	0	0	5	3	3	0	0	2	1	1	2	0	0	2	2	1	1	3	0	1	0	0	5	1	1	1
Del9:U1:R1	0	1	1	2	0	1	2	0	1	0	0	2	0	0	4	0	0	0	1	1	0	1	0	2	1	0	0	1	1	1	0	0	0	3	1	1	0	0	0	0	1	0	2	0	1	1	0	0	1	2	1	1	3	0	1	3	0	1	1	2	0	0	1	1	0	2	0	0	0	1	0	0	0	3	2	2	1	2	1	1	0	1	1	1	1	0	1	0	2	2	4	1	2	1	1	2	1	0	0	0	1	0	1	1	0	1	1	1	5	1	3	1	0	0	0	0	0
Del(10,):U1:R1	10	5	5	2	3	7	10	22	5	1	5	10	7	4	9	11	5	7	5	11	3	10	1	7	2	4	4	8	5	4	4	9	1	10	9	12	1	8	3	9	12	1	2	1	4	2	3	5	4	5	3	3	7	3	11	11	2	8	7	13	7	5	5	10	2	3	5	4	0	7	11	3	7	5	14	5	5	5	2	14	3	3	2	3	5	5	3	1	2	6	3	1	8	5	6	11	5	4	5	6	1	8	8	3	6	0	4	2	17	9	17	2	3	7	3	3	3
Del2:U(2,):R1	16	13	11	7	6	16	23	26	7	8	13	13	7	11	19	13	4	16	6	12	16	14	1	12	17	5	7	10	18	10	0	16	10	15	12	9	2	13	9	14	25	2	17	7	22	2	9	8	8	12	7	10	15	8	15	7	3	5	10	23	10	4	9	17	5	1	7	12	0	10	11	16	13	15	8	11	24	4	3	21	5	8	13	31	6	30	6	9	8	10	1	6	8	16	8	16	6	3	8	5	1	10	10	9	14	8	9	11	21	108	22	12	10	19	4	8	4
Del3:U(2,):R1	3	7	2	10	2	4	17	12	6	4	5	13	4	5	8	3	5	4	5	7	6	8	2	8	12	0	3	10	8	6	0	5	8	7	11	9	2	6	5	4	9	1	9	1	10	2	7	1	2	5	4	3	5	1	1	7	8	2	7	16	5	3	3	10	1	3	1	3	1	2	7	2	7	6	2	8	11	0	4	9	2	3	7	13	2	1	4	1	3	8	0	3	11	5	8	7	2	2	9	3	6	2	3	4	2	2	7	6	14	21	7	13	3	15	6	5	7
Del4:U(2,):R1	6	2	6	2	0	3	7	11	2	5	5	4	3	3	6	4	7	2	2	5	4	3	1	5	0	4	1	6	5	0	1	3	4	13	5	5	1	6	4	4	10	0	6	2	7	0	3	3	4	4	0	1	4	8	2	5	3	5	6	7	6	4	1	7	1	2	3	2	3	3	9	9	3	5	3	4	5	3	1	9	4	3	3	8	2	2	6	1	1	6	3	0	5	5	4	7	5	0	5	5	1	3	3	1	4	5	4	4	10	13	8	6	2	7	3	2	2
Del5:U(2,):R1	7	10	4	7	1	3	11	6	2	3	3	5	3	5	5	4	4	3	2	2	2	9	1	8	5	1	4	5	2	1	3	1	3	8	7	7	1	6	3	3	16	0	6	0	6	2	3	4	4	3	3	4	12	2	2	8	3	6	3	12	3	6	3	7	2	1	2	7	1	4	9	9	7	5	12	1	3	3	2	6	5	6	7	3	2	4	4	3	5	7	1	3	5	7	8	2	6	2	6	3	3	3	4	5	2	4	1	3	11	4	8	9	4	6	5	9	2
Del6:U(2,):R1	6	4	5	6	1	0	9	5	3	3	4	6	3	2	4	3	3	3	8	3	4	7	0	4	8	4	2	3	3	1	2	5	3	4	7	4	1	7	3	3	3	1	5	1	6	0	3	3	5	3	5	5	3	3	11	4	2	6	1	8	1	1	0	5	2	2	2	3	1	3	3	0	8	3	8	1	3	6	0	7	7	2	5	1	3	1	4	2	1	2	1	3	6	5	9	8	2	0	3	1	1	2	7	4	4	3	2	2	9	5	8	7	4	11	1	2	2
