MutationType	SP29914	SP31046	SP31334	SP30011	SP31174	SP32662	SP31126	SP32958	SP31422	SP33496	SP34005	SP30113	SP31030	SP33544	SP33688	SP30907	SP30185	SP33837	SP31790	SP30143	SP30071	SP30493	SP32014	SP30332	SP31814	SP29987	SP30083	SP32742	SP115162	SP29940	SP30843	SP32222	SP31190	SP30077	SP32694	SP33774	SP30093	SP33094	SP30803	SP30675	SP31854	SP31606	SP30213	SP32894	SP117260	SP117124	SP117932	SP117189	SP117217	SP117779	SP117376	SP117681	SP117408	SP118015	SP117509	SP117482	SP117003	CPCT02060034T	CPCT02020356T	CPCT02050063T	CPCT02030275T	CPCT02070033T	CPCT02030294T	CPCT02070038T	CPCT02080179T	CPCT02010866TII	CPCT02330133T	CPCT02050427T	DRUP01030028T	CPCT02080193T	CPCT02030556T	CPCT02120111T	CPCT02050341T	WIDE01010210T	WIDE01010208T	CPCT02290033T	CPCT02070323T	WIDE01010450T	CPCT02090049T	CPCT02010866T	CPCT02070363T	CPCT02060222T	CPCT02080251T	CPCT02070384T	CPCT02070386T	DRUP01070051T	CPCT02080137T	CPCT02080157T	CPCT02330128T	CPCT02070030T	DRUP01050009T	CPCT02070225T	CPCT02070230T	DRUP01070022T	DRUP01050010T	CPCT02050161T	CPCT02050174T	CPCT02050172T	CPCT02050186T	DRUP01070016T	CPCT02080120T	CPCT02030351T	CPCT02060119T	CPCT02080136T	DRUP01010035T	CPCT02070039T	CPCT02030302T	CPCT02070053T	CPCT02070065T	DRUP01070003T	CPCT02070099T	CPCT02020473T	DRUP01070009T	CPCT02030324T	CPCT02030330T	CPCT02050151T	CPCT02070128T	CPCT02080099T	DRUP01030004T	CPCT02070265T	CPCT02080040T	WIDE01010705T
C[Ins(T):R6]G	6	2	2	1	3	5	1	2	5	9	2	6	9	3	5	2	0	2	2	1	7	1	3	8	4	4	1	4	2	6	2	0	6	7	4	1	9	7	3	3	8	2	2	1	1	2	7	1	0	1	13	1	1	1	5	7	10	0	1	0	2	4	0	0	0	6	9	4	2	0	5	1	2	1	4	1	2	5	3	7	3	0	12	7	9	2	2	118	0	0	7	3	1	3	0	6	3	4	4	1	2	5	1	7	0	1	2	0	0	0	0	1	8	8	4	1	1	5	1	5	6	0
C[Ins(T):R7]A	6	1	1	2	3	4	8	6	4	9	0	4	12	9	4	5	0	3	2	0	4	1	4	2	3	1	1	3	1	1	1	0	4	2	2	1	6	2	2	4	8	1	3	1	2	5	5	0	0	2	10	1	0	4	6	5	4	1	2	1	0	1	3	3	1	8	8	5	3	2	9	0	2	0	5	2	2	3	1	10	2	0	5	1	5	2	6	142	4	0	7	3	1	1	0	6	2	5	3	1	5	4	2	4	0	0	1	4	0	1	0	0	7	8	7	1	1	6	3	6	7	1
C[Ins(T):R7]C	10	4	1	6	2	2	6	8	3	5	4	4	3	4	5	3	0	3	3	3	3	1	6	6	4	5	5	3	2	3	2	0	3	6	4	2	4	6	3	4	4	2	3	1	2	4	6	0	0	1	6	0	0	2	2	5	2	0	3	2	1	2	2	5	0	10	11	1	2	2	2	0	4	0	0	4	3	5	3	12	4	0	6	2	11	1	0	131	0	0	4	1	3	3	0	4	4	7	6	0	2	2	2	3	0	4	4	3	0	2	1	0	6	4	6	1	0	4	2	4	4	0
C[Ins(T):R7]G	4	1	4	2	5	7	8	10	1	10	5	9	5	3	8	3	1	1	3	2	6	0	2	7	2	3	1	6	2	6	2	0	4	5	4	3	6	3	1	9	13	6	1	0	3	2	5	0	0	1	8	0	1	3	2	3	1	1	2	1	2	1	2	5	0	11	5	4	4	6	5	0	4	2	4	2	1	10	3	13	1	0	7	6	5	1	3	199	2	0	3	2	1	3	0	3	5	7	7	0	3	2	4	8	1	0	5	3	0	3	1	0	13	3	8	2	0	5	2	1	7	0
C[Ins(T):R8]A	9	1	3	4	1	6	8	5	3	6	2	7	12	6	0	1	0	1	6	0	5	1	1	3	2	3	5	5	0	2	0	0	2	7	6	2	3	5	5	5	7	6	5	4	2	4	5	0	0	1	9	0	0	3	5	4	1	1	2	2	3	1	1	3	1	16	3	6	5	4	14	0	1	0	5	1	0	5	12	15	0	1	5	6	4	2	2	235	1	0	6	5	1	2	0	3	0	6	6	3	4	2	5	6	0	0	3	4	0	0	0	2	5	9	7	1	3	6	1	6	6	0
C[Ins(T):R8]C	8	0	3	1	4	9	1	8	3	10	0	14	19	6	6	3	0	0	4	3	2	0	1	7	2	4	1	3	0	1	2	0	3	4	4	4	2	5	1	5	8	3	2	3	0	1	8	0	0	0	5	1	0	3	5	3	1	2	1	3	3	5	3	3	2	9	3	8	3	10	7	1	1	0	5	4	5	4	7	11	4	0	10	3	7	3	1	224	1	1	4	3	2	0	0	4	0	12	4	2	2	3	2	6	1	0	1	1	0	1	1	1	10	13	7	5	2	6	4	8	6	0
C[Ins(T):R8]G	9	2	0	10	2	4	8	8	6	18	3	9	9	10	9	3	1	2	8	3	2	0	3	4	3	5	1	5	0	1	5	0	8	7	9	0	8	6	2	5	14	9	2	2	2	6	6	1	0	4	8	2	0	5	4	0	4	1	2	2	4	3	6	4	0	15	5	9	4	8	10	0	5	1	3	3	3	5	4	12	6	0	6	10	11	2	7	285	4	0	3	5	1	2	0	2	4	8	9	2	5	1	2	10	0	4	2	5	1	3	0	5	13	9	7	4	2	10	8	10	11	1
C[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R0]A	1	0	0	0	0	1	1	0	2	0	0	6	0	1	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	1	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	17	7	5	4	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	4	3	0	2	2	0	6	0	1	0	0	0	0	2	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1
G[Ins(T):R0]C	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	3	9	0	0	0	5	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	2	1	0	5	1	0	0	0	2	0	3	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0
G[Ins(T):R0]G	4	0	0	2	0	0	2	0	0	1	0	16	0	3	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	9	2	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	2	3	0	1	6	2	5	4	0	0	0	3	1	0	0	0	5	0	2	2	3	1	2	4	0	3	0	3	5	0	0	3	1	2	0	0	1	1	2	2	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0
G[Ins(T):R1]A	1	0	1	2	1	1	2	3	1	1	0	9	2	1	0	4	1	0	0	2	3	0	0	3	2	0	1	1	1	0	2	0	2	0	0	1	0	3	1	2	5	0	1	1	0	0	2	1	0	1	0	1	0	0	0	0	0	0	1	6	2	1	8	7	2	1	26	2	4	1	7	0	1	1	2	0	1	6	2	1	3	0	4	1	6	1	1	7	3	0	24	8	1	2	0	5	3	9	10	3	1	0	2	0	2	0	2	3	0	0	0	5	6	0	1	2	4	1	9	2	3	1
G[Ins(T):R1]C	0	0	1	0	0	0	5	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	0	1	8	0	0	0	5	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2	1	0	4	0	1	0	0	3	0	2	3	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
G[Ins(T):R1]G	4	0	0	5	0	1	8	0	1	2	0	23	0	2	1	3	0	0	0	0	2	2	0	12	0	1	0	2	1	0	0	0	0	0	2	1	0	0	1	12	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	9	0	3	2	11	2	0	3	41	1	0	0	9	1	0	0	4	2	0	1	3	3	1	1	4	0	4	1	3	10	0	1	28	3	2	2	0	13	0	7	17	2	1	0	2	0	0	1	8	0	0	1	1	0	0	0	8	0	2	1	12	1	1	0
G[Ins(T):R2]A	0	0	0	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	4	1	0	1	14	0	2	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	6	0	0	6	2	0	15	1	0	0	0	5	1	4	5	1	0	0	0	1	0	0	3	0	0	0	0	0	0	1	2	0	1	1	4	1	0	0
G[Ins(T):R2]C	1	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	5	5	0	0	23	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	5	0	1	0	1	6	2	0	19	0	0	0	0	8	0	4	10	0	0	1	0	0	0	0	5	0	1	0	1	0	1	0	0	0	0	0	6	1	2	0
G[Ins(T):R2]G	0	0	0	2	0	0	3	0	1	0	0	33	0	1	2	2	0	0	1	0	2	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	41	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	0	3	0	5	6	0	13	35	1	0	0	4	0	0	0	2	1	0	1	1	12	0	0	2	2	0	0	0	31	2	0	34	1	3	1	1	9	0	6	8	1	0	3	0	0	0	1	6	0	0	0	0	0	2	4	5	0	1	0	6	0	0	0
G[Ins(T):R3]A	0	0	0	0	0	0	1	0	1	1	0	4	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	4	6	1	0	2	1	0	0	0	1	1	0	1	0	3	1	0	0	0	0	0	0	4	0	0	8	0	0	2	1	5	0	1	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	3	1	0	0
G[Ins(T):R3]C	0	0	1	2	0	0	3	1	0	0	0	0	2	0	1	1	1	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	7	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	5	1	0	6	1	0	0	0	4	0	2	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	1	7	0	0	2
G[Ins(T):R3]G	3	0	0	4	0	1	5	0	0	0	0	22	0	0	0	1	0	0	0	0	1	0	0	14	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	12	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	2	0	3	1	3	2	0	5	13	0	1	0	1	1	0	0	0	0	0	0	2	5	2	0	4	0	2	2	3	12	1	0	11	0	0	0	0	4	0	2	4	0	1	1	0	0	0	0	4	0	0	0	0	0	1	2	3	1	0	0	2	1	0	0
G[Ins(T):R4]A	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	3	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	3	0	0	0	3	0	0	0	2	0	0	0	0	2	0	0	1	1	0	0	1	0	1	0	0	7	0	0	6	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
G[Ins(T):R4]C	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	8	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
G[Ins(T):R4]G	1	0	0	3	1	0	1	0	1	1	0	5	0	1	1	2	0	0	0	0	3	0	0	5	0	2	0	0	0	0	0	0	0	1	1	0	0	1	1	11	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	4	0	1	1	3	1	0	0	1	0	0	2	1	2	0	0	1	1	1	0	0	19	0	1	5	0	0	0	0	3	0	2	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
G[Ins(T):R5]A	1	0	2	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	4	0	0	0	1	1	1	2	0	0	0	0	0	2	0	0	1	4	0	1	0	1	0	0	1	3	1	0	0	1	3	0	0	0	2	2	0	0	2	0	2	0	2	2	1	3	2	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	1	0	3	1	0	32	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	2	0	0	0	1	2	1	1
G[Ins(T):R5]C	3	0	0	1	1	0	2	3	0	7	0	4	0	0	1	0	0	0	2	2	1	1	1	2	0	2	3	0	0	1	0	0	1	2	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	1	2	2	0	0	2	0	0	0	0	2	1	1	0	0	1	0	6	2	2	1	1	27	1	0	0	1	0	1	0	0	0	2	2	0	2	0	0	3	0	0	2	0	0	0	0	0	0	4	1	0	0	1	1	1	1	0
G[Ins(T):R5]G	0	0	0	1	1	0	3	1	2	3	0	5	1	0	0	0	0	1	1	0	0	0	0	6	0	2	0	3	0	1	1	0	2	3	2	0	1	1	0	4	2	0	1	0	1	3	0	1	0	1	2	0	0	0	1	0	1	0	0	0	1	0	2	1	0	6	2	3	2	1	5	0	0	0	0	2	0	2	0	5	2	0	1	0	2	1	1	59	1	0	2	1	1	2	0	2	0	1	2	0	1	0	2	2	0	0	3	0	0	1	0	0	3	2	2	0	0	1	1	0	2	0
G[Ins(T):R6]A	2	1	2	3	5	4	4	7	1	2	0	5	9	4	5	2	0	2	2	1	8	1	1	4	0	2	3	1	0	3	0	0	6	4	1	3	1	2	4	4	6	1	2	1	0	2	2	1	0	2	1	0	0	2	7	3	1	0	1	0	3	0	1	1	1	13	3	2	3	4	1	1	1	1	3	3	1	3	4	11	1	0	2	1	5	1	2	134	1	0	1	0	2	5	0	1	1	2	6	1	1	3	1	9	1	1	2	1	0	1	0	0	3	7	2	1	1	1	1	3	2	2
G[Ins(T):R6]C	8	2	4	2	2	4	5	11	3	4	2	3	8	4	9	3	0	3	1	2	4	0	6	4	5	4	2	8	1	4	1	0	5	7	3	4	2	2	3	6	4	3	1	5	2	5	4	1	0	1	2	0	0	0	5	4	3	1	0	3	3	2	3	3	0	15	5	8	3	2	5	0	2	2	4	2	2	4	2	12	2	0	8	2	7	1	0	180	2	0	3	3	3	4	0	3	3	9	4	2	4	3	0	8	1	1	0	1	2	2	0	2	6	5	5	1	2	5	3	3	8	0
G[Ins(T):R6]G	9	2	1	4	1	2	1	8	6	11	1	7	9	4	4	5	2	2	3	2	4	2	1	6	1	3	6	9	1	6	0	0	3	7	6	0	2	7	4	3	2	0	1	2	4	3	2	3	0	2	11	1	0	2	7	5	4	0	1	0	3	4	0	5	0	14	7	4	3	2	5	1	2	1	4	4	1	11	6	11	1	2	14	9	7	3	0	270	2	0	7	2	0	1	0	6	3	8	5	1	2	1	4	5	0	1	4	7	1	1	0	0	9	10	12	0	1	7	0	2	7	0
G[Ins(T):R7]A	3	0	0	0	5	8	3	5	1	6	2	5	7	9	2	4	1	0	1	5	2	1	2	3	1	5	4	3	1	8	1	0	6	5	5	3	5	1	6	2	6	4	4	2	2	5	3	1	0	0	9	0	0	2	4	3	3	0	2	2	2	0	2	6	1	10	7	6	1	4	8	1	2	0	2	0	3	7	3	10	2	0	9	4	12	2	3	196	2	0	2	2	3	6	0	2	0	5	9	1	2	1	1	3	0	1	2	4	0	0	0	0	5	7	7	1	1	1	2	2	5	0
G[Ins(T):R7]C	13	6	1	4	7	5	2	7	2	7	4	4	9	5	4	3	2	5	3	4	4	2	6	3	1	6	3	8	2	3	1	0	5	10	14	2	4	1	3	3	4	3	1	2	2	3	8	0	0	3	8	0	2	3	4	2	3	1	3	0	1	1	3	3	1	14	3	3	5	2	3	0	2	1	8	3	2	6	3	9	3	0	8	5	7	3	2	190	0	0	5	0	3	4	0	5	3	10	2	0	1	5	4	9	0	0	1	0	1	1	0	1	12	4	7	1	0	2	3	4	4	0
G[Ins(T):R7]G	14	2	1	6	3	7	5	5	5	7	2	9	11	7	1	6	0	1	3	2	9	1	6	4	3	8	1	5	1	2	2	0	1	3	4	5	2	8	3	8	5	5	5	2	0	1	8	0	0	1	8	1	0	2	5	5	0	4	1	2	7	2	1	4	2	13	7	2	4	8	5	1	6	0	10	2	2	7	9	13	4	0	9	4	9	2	3	305	2	0	5	5	5	5	0	5	3	10	10	1	4	3	2	7	0	0	4	3	0	1	0	2	8	9	12	3	1	5	1	9	8	0
G[Ins(T):R8]A	8	0	1	1	3	5	7	6	3	7	1	6	6	4	1	0	0	1	5	1	4	1	5	7	3	7	1	3	1	1	1	0	4	3	2	1	2	0	3	2	9	3	0	4	0	0	3	0	0	0	11	0	0	0	3	1	1	2	0	2	4	2	4	2	1	17	7	6	1	3	8	1	2	3	5	2	4	12	5	16	2	1	12	4	11	3	1	242	4	0	6	2	0	1	0	5	4	8	6	3	2	2	0	8	2	3	2	2	0	0	1	1	11	6	5	1	3	8	4	7	7	3
G[Ins(T):R8]C	10	1	3	3	4	9	3	8	2	9	1	4	8	7	5	3	1	2	2	2	1	0	2	6	3	6	0	4	2	0	1	0	2	3	5	2	0	2	0	8	10	2	2	0	2	4	7	0	0	2	6	0	0	2	7	4	3	2	3	0	3	4	3	5	1	20	4	5	2	3	5	0	1	1	4	2	4	6	5	15	4	0	8	5	3	6	2	245	0	0	6	1	4	1	1	4	3	11	5	1	4	0	0	2	0	1	4	4	1	4	0	0	3	8	13	1	1	2	3	3	2	1
G[Ins(T):R8]G	21	0	1	2	2	4	4	6	4	6	2	7	8	4	3	4	0	1	5	4	0	1	2	6	4	4	1	5	3	1	4	0	6	4	4	1	7	5	2	4	12	4	2	1	0	6	3	0	0	3	10	0	0	1	5	2	2	0	3	3	7	6	0	9	0	19	2	6	3	5	4	1	10	1	10	3	1	9	6	15	4	2	17	11	12	10	3	367	4	0	9	4	1	2	0	4	3	16	4	2	6	5	1	8	0	0	3	2	1	2	1	3	15	9	8	3	2	8	0	11	10	1
G[Ins(T):R(9,)]A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G[Ins(T):R(9,)]G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del2:U1:R1	5	1	2	3	1	0	13	3	1	4	0	10	5	5	1	3	1	1	1	0	2	2	0	9	1	0	1	1	1	1	0	0	3	4	6	0	2	2	2	3	7	0	0	0	2	2	2	0	0	0	6	2	0	1	1	2	1	1	0	4	2	3	6	2	5	5	6	2	16	2	11	1	2	0	5	2	3	4	10	6	1	0	10	3	4	6	10	15	8	1	9	0	4	11	0	4	1	13	3	8	0	4	1	0	0	4	0	5	0	1	1	1	1	4	3	1	7	1	5	3	7	1
Del3:U1:R1	3	0	1	0	1	0	5	1	3	1	2	2	1	3	0	1	0	1	0	1	0	0	0	0	2	4	0	2	0	1	0	0	0	0	2	0	1	1	3	0	2	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	7	2	0	3	1	4	2	2	0	0	0	3	1	0	0	2	2	0	4	2	8	0	0	3	2	2	3	3	21	5	0	3	0	2	0	5	2	4	6	6	2	0	3	0	1	0	1	2	2	0	2	0	0	1	1	1	1	2	2	3	1	0	1
Del4:U1:R1	3	0	0	3	0	0	4	0	3	1	1	1	0	1	3	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	4	0	1	0	5	1	2	1	1	0	3	1	0	0	3	1	0	2	2	2	1	1	5	0	5	3	1	6	4	0	5	0	3	1	2	0	0	6	2	1	0	4	0	0	0	1	0	3	0	0	0	1	0	1	0	1	1	2	2	0	0	0
Del5:U1:R1	0	0	0	1	0	1	11	0	1	0	0	0	0	0	2	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	2	4	0	0	2	1	0	1	0	0	0	1	0	1	4	2	0	3	1	3	4	0	4	6	2	1	2	4	0	1	0	0	5	1	2	1	7	0	0	1	4	1	3	0	0	0	0	1	2	0	0	2	0	0	2	1	0
Del6:U1:R1	2	0	0	2	0	0	4	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	4	0	3	1	0	0	5	0	1	0	1	0	1	0	0	1	0	1	0	1	6	0	1	1	3	4	3	4	2	0	2	1	0	1	2	0	1	3	3	2	0	3	1	0	0	1	0	0	0	1	0	0	0	2	1	1	2	0	2	0	2	1
Del7:U1:R1	3	0	0	0	1	0	4	0	0	1	1	1	2	1	2	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	2	3	0	0	2	1	1	0	0	0	0	1	0	0	5	2	1	3	0	6	3	2	2	0	0	1	2	1	1	0	0	1	1	0	3	0	4	1	2	1	4	0	2	0	0	0	0	0	1	0	1	3	2	1	1	0	0
Del8:U1:R1	0	0	1	1	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	2	0	1	1	1	0	2	0	2	1	0	0	0	0	0	0	1	2	2	0	3	1	0	4	0	3	0	0	2	0	1	0	2	1	0	2	2	2	0	1	0	1	0	1	0	0	1	1	0	1	0	2	1	1	2	0	1	1	1	0
Del9:U1:R1	0	0	0	0	0	1	3	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0	1	1	0	5	0	1	1	0	1	0	0	0	3	0	0	0	2	2	0	2	2	2	2	1	1	2	0	1	0	5	0	2	0	0	0	1	2	0	3	1	0	0	1	1	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0
Del(10,):U1:R1	4	1	3	3	0	4	14	0	7	2	1	6	1	9	16	6	0	1	6	2	2	0	4	2	1	4	1	1	2	0	0	0	3	4	4	0	0	2	4	3	7	2	0	3	5	3	2	0	0	3	4	2	1	5	3	1	2	4	1	7	6	2	9	0	3	5	13	5	12	8	5	4	3	1	0	2	3	0	4	5	12	1	17	3	6	19	5	8	16	2	4	4	9	4	8	3	3	13	3	7	3	12	4	3	1	8	1	5	0	1	0	1	2	2	9	0	7	5	7	1	0	1
Del2:U(2,):R1	5	1	4	6	3	6	26	2	5	2	2	12	1	7	9	5	2	7	4	5	3	5	0	11	3	7	1	3	2	6	1	0	5	7	3	5	0	6	8	9	6	3	1	1	2	8	3	0	1	1	3	0	1	2	4	4	4	1	3	12	11	1	5	2	7	8	16	2	76	3	17	1	1	3	14	5	3	5	18	11	8	3	29	4	15	12	9	88	13	1	14	1	12	9	9	10	3	21	5	9	1	9	4	11	1	10	4	4	4	2	3	1	3	6	10	2	9	7	7	7	7	4
Del3:U(2,):R1	6	0	3	3	1	1	11	2	3	1	2	2	2	5	2	3	2	0	0	2	1	3	4	1	2	5	2	3	1	0	2	0	3	1	2	3	1	1	2	6	3	2	2	1	3	2	2	0	0	1	2	1	0	2	1	1	2	1	0	7	6	2	4	1	2	6	12	1	7	1	9	0	0	2	2	7	1	1	6	8	7	2	9	3	12	8	3	30	6	1	5	2	5	2	6	5	2	18	4	12	1	8	3	1	2	6	1	2	1	1	2	2	2	3	4	1	12	4	8	3	1	2
