MutationType	SP53460	SP50827	SP50263	SP50317	SP54113	SP50406	SP51824	SP55387	SP52779	SP55235	SP50713	SP50611	SP50485	SP51037	SP55142	SP53387	SP54745	SP52284	SP53618	SP52232	SP50412	SP50321	SP53548	SP55004	SP56079	SP56168	SP54363	SP53810	SP50518	SP56303	SP55711	SP55509	SP55309	SP52607	SP52667	SP51446	SP50592	SP53073	SP56638	SP56537	SP57586	SP56541	SP56553	SP56771	SP57941	SP57818	SP56460	SP56474	SP56704	SP56533	SP56730	SP59245	SP57024	SP57933	SP56754	SP56827	SP57084	SP57538	SP57735	SP57669	SP56566	SP56569	SP58342	SP58349	SP56644	SP57629	SP56941	SP57619	SP58245	SP57251	SP56502	SP58668	SP58101	SP58991	SP56607	SP58326	SP57267	SP57066	SP57901	SP57651	SP57450	SP57846	SP58612	SP56821	SP58882	SP57189
Del2:U2:R2	9	32	7	8	39	0	9	1	17	33	1	21	2	4	84	17	9	11	14	14	1	2	8	1	17	9	18	63	4	6	2	18	0	2	17	3	5	15	21	16	24	19	27	9	34	16	8	8	22	17	19	31	11	24	14	9	16	20	10	19	8	7	25	20	17	22	2	11	9	15	23	27	15	15	12	24	16	24	9	11	13	17	24	16	7	39
Del2:U2:R3	4	17	2	2	45	0	6	2	16	28	0	18	2	0	45	10	3	3	24	6	2	6	0	0	18	1	5	57	2	2	1	17	0	0	11	2	0	5	14	18	9	8	23	1	21	13	9	3	28	12	14	14	15	24	9	6	12	11	18	10	7	9	16	10	16	8	0	13	20	12	15	33	13	14	11	34	14	15	7	3	8	11	13	10	8	44
Del2:U2:R4	0	8	0	3	17	0	4	1	10	21	2	6	0	0	31	3	0	0	15	2	0	2	0	0	5	2	4	22	0	3	0	16	0	0	3	0	1	5	4	9	3	9	14	2	12	6	3	4	22	10	6	6	8	12	7	2	4	9	9	12	2	7	10	8	8	5	0	7	29	7	4	15	12	5	6	19	10	11	3	1	2	7	6	6	7	34
Del2:U2:R(5,9)	4	8	1	2	15	2	2	1	10	5	0	3	0	0	24	7	0	2	9	3	2	4	1	1	3	5	6	13	1	1	4	7	0	0	1	2	8	3	7	6	5	8	6	6	8	8	2	8	19	9	8	7	10	7	6	6	10	15	7	7	12	2	10	6	14	17	0	4	30	3	2	10	20	3	5	21	6	12	6	1	5	7	7	6	6	25
Del3:U1:R4	0	0	0	0	2	0	1	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Del3:U1:R(5,9)	0	1	0	0	0	0	0	0	2	2	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	6	1	0	0	3	0	1	1	1	0	1	1	1	0	0	0	3	3	0	3	0	1	0	1	0	0	0	1	0	0	0	3	1
Del3:U3:R2	4	6	6	8	7	2	4	0	7	14	4	10	3	2	17	9	17	2	4	3	5	5	3	0	5	14	5	4	13	9	6	7	3	3	7	5	5	6	10	3	6	9	16	4	14	14	7	11	7	7	9	15	11	15	5	3	6	11	9	7	5	3	8	7	9	14	2	3	4	7	12	4	9	7	2	10	6	12	7	10	7	2	10	8	6	13
Del3:U3:R3	0	1	4	2	2	0	1	0	1	3	0	2	1	0	6	3	2	2	0	1	0	1	1	0	0	6	3	1	5	1	3	2	1	1	4	4	3	1	2	4	1	2	1	1	3	3	3	0	1	2	0	4	0	7	3	0	0	1	1	4	3	2	0	3	5	1	2	1	3	4	3	3	3	5	4	0	1	3	0	3	1	0	0	3	1	0
Del3:U3:R4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	0	2	1	0	1	0	0	0	0	1	1	0	1	2	0	1	0	1	0	0	1	1	0
Del3:U3:R(5,9)	1	0	0	0	0	0	0	0	1	0	0	2	1	0	3	3	3	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	3	0	0	3	0	2	1	2	0	4	2	1	0	3	0	0	4	1	1	4	6	0	0	4	5	2	0	0	2	1	1	0	6	1	2	2	4	2	0	0	1	0	0	1	2	1
Del4:U1:R(5,9)	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Del4:U2:R3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Del4:U2:R4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	2	1
Del4:U2:R(5,9)	0	2	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	2	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
Del4:U4:R2	5	14	3	5	4	0	4	1	8	7	4	4	3	6	23	8	10	8	4	2	2	3	2	1	2	4	6	2	3	11	11	10	2	0	1	5	5	2	4	1	4	5	4	3	10	4	7	1	3	6	3	5	2	16	2	3	3	8	6	5	2	4	7	6	11	9	1	3	4	6	14	1	3	6	3	4	5	2	2	4	2	6	4	3	6	9
Del4:U4:R3	0	1	0	2	0	0	1	0	1	3	0	1	0	0	2	1	3	2	0	0	0	2	0	0	0	3	1	2	3	3	2	0	0	0	0	1	3	0	0	1	1	4	5	1	0	3	1	1	0	1	1	2	0	2	0	0	0	0	0	2	0	0	2	0	4	2	0	0	0	1	1	1	1	3	0	2	1	0	0	1	2	1	2	0	0	2
Del4:U4:R4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	2	0	0	1	1	2	0	0	0	0	2	1	2	1	1	0	0	0	0	0	2	1	1	1	0	1	0	0	0	1	0	1	1
Del4:U4:R(5,9)	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
Del5:U1:R(5,9)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del5:U5:R2	1	1	0	3	1	0	2	0	2	5	0	0	0	0	4	2	1	2	0	0	0	0	3	0	0	2	0	0	1	1	3	0	1	0	0	1	2	0	3	0	0	1	0	0	1	1	1	1	1	0	1	4	0	4	1	1	0	2	1	0	1	1	1	1	1	1	0	0	1	3	0	0	1	3	0	1	2	0	3	1	2	2	3	1	1	1
Del5:U5:R3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
Del5:U5:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Del5:U5:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Del(6,):U1:R(7,9)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U2:R(4,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U3:R(3,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Del(6,):U(4,):R(2,9)	2	1	1	1	0	0	0	0	2	2	0	2	0	0	5	2	2	0	1	0	0	0	0	0	2	1	0	0	0	2	0	1	1	0	2	0	0	1	1	1	1	2	5	0	0	0	1	2	3	1	0	5	0	10	0	0	2	0	2	1	0	1	4	1	2	5	1	1	2	4	2	2	2	6	2	0	2	2	4	0	1	0	1	3	2	10
Ins(2,4):M	3	1	3	1	5	0	4	0	5	2	0	2	0	0	11	4	1	0	3	2	0	0	0	0	4	3	0	6	0	1	0	4	1	1	1	2	0	2	5	5	2	4	8	0	3	4	1	0	6	7	5	7	0	8	5	1	2	5	2	3	0	3	19	11	3	5	0	4	7	4	4	5	8	2	1	11	12	3	6	3	3	5	2	2	5	21
Ins(5,):M	3	2	0	0	1	0	0	0	2	0	0	0	0	0	7	1	3	0	3	1	1	1	1	0	0	2	3	2	3	2	1	0	0	0	0	0	2	1	4	0	2	2	9	1	1	2	4	1	2	0	4	12	1	8	1	0	1	1	2	3	1	1	3	4	2	2	0	1	2	4	6	4	0	3	1	3	7	5	1	3	1	1	3	1	2	7
Ins2:U1:R0	0	1	0	0	2	0	0	0	1	2	0	0	0	0	4	1	1	0	1	0	0	0	0	0	3	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	3	1	1	2	0	2	0	0	0	2	0	1	1	0	4	2	2	1	0	0	2	1	1	0	0	0	0	2	1	1	1	0	0	0	0	0	1	2
Ins3:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins2:U2:R0	0	2	1	0	2	0	0	0	1	1	1	0	0	0	4	1	1	0	2	2	0	3	2	0	1	3	0	2	0	1	0	1	0	1	1	1	1	1	2	4	0	2	1	2	1	0	0	0	2	0	1	2	0	2	0	0	2	0	1	5	1	2	5	2	0	3	0	1	2	1	0	1	0	3	0	1	1	0	0	0	2	0	3	0	0	5
Ins3:U3:R0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	5
Ins4:U2:R0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0
Ins(5,):R0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	5	1	2	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	2	1	1	0	1	1	1	1	1	1	0	0	1	0	0
Ins2:U1:R1	0	2	0	0	2	0	0	0	0	1	0	0	0	0	3	5	2	2	1	0	0	0	3	0	2	0	4	5	0	0	0	0	1	0	3	1	0	0	1	1	1	1	2	0	2	5	0	0	2	1	4	2	2	3	2	0	3	2	4	5	0	2	0	4	1	1	0	2	1	3	1	1	1	3	1	2	1	1	1	0	2	3	2	2	1	5
Ins2:U1:R2	2	2	1	0	5	0	2	0	2	6	0	5	0	0	2	4	1	1	1	1	0	0	0	0	1	0	3	5	0	0	1	1	0	0	2	0	0	0	2	3	1	0	0	0	6	3	0	0	2	1	1	1	1	2	1	1	2	0	2	2	0	1	2	3	2	0	0	1	4	1	1	1	1	0	0	2	1	3	2	1	0	2	1	1	2	3
Ins2:U1:R3	0	1	0	1	7	0	0	1	2	5	1	0	0	0	6	4	1	0	2	0	0	1	0	0	0	1	1	11	0	0	1	1	0	0	1	0	0	1	1	2	2	2	3	0	7	4	4	0	3	1	0	2	0	2	2	2	6	3	2	1	0	3	1	1	2	1	0	2	3	6	1	2	3	1	0	2	4	4	2	1	0	0	1	2	2	12
Ins2:U1:R4	1	1	0	0	3	0	0	0	1	0	1	2	0	0	4	3	0	1	1	1	0	1	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	1	1	0	2	3	0	1	2	0	0	0	0	1	1	1	2	0	1	2	0	0	0	0	0	1	2	0	1	0	0	0	1	0	2	2	1	0	1	0	0	1	0	0	1	1	1	0	1
Ins2:U1:R(5,9)	3	2	1	0	6	0	1	0	1	1	1	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	1	2	1	1	2	3	2	1	0	5	2	2	2	1	0	1	0	4	0	1	2	0	2	1	6	0	1	0	2	2	4	1	2	2	1	0	3	3	2	3	1	0	2	1	1	0	4
Ins2:U2:R1	0	4	3	0	4	0	3	2	0	2	0	1	1	0	6	2	2	1	2	1	0	1	0	0	0	1	1	3	1	3	2	3	0	0	1	1	2	3	1	2	4	2	4	1	5	1	2	1	6	2	1	5	0	3	0	0	2	4	1	1	3	1	1	2	2	1	0	1	2	3	1	0	2	3	1	0	1	2	1	1	2	0	0	2	1	1
Ins2:U2:R2	0	1	0	0	2	0	1	1	0	2	0	0	1	0	0	2	3	0	0	0	1	0	0	0	0	1	2	3	1	0	0	3	0	0	1	0	1	1	0	2	1	2	0	1	1	1	2	1	1	3	3	0	3	4	0	2	2	2	0	2	0	1	1	1	1	0	1	1	2	1	2	3	1	3	1	2	3	1	1	0	0	1	0	1	2	3
Ins2:U2:R3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	3	2	0	0	2	0	1	2	0	0	0	0	0	1	0	1	0	0	3	0	1	0	2	1	0	0	2	2	0	1	2	1	1	2	0	0	0	1	2	0	1	0	1	0	3	1	0	1
Ins2:U2:R4	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	1	0	0	2	3	0	0	0	3	0	3	0	1	1	0	0	0	4	2	0	4	1	0	2	1	0	3	0	4	9	0	1	2	2	4	3	2	4	0	4	0	2	4	0	1	4	1	1	2	8
Ins2:U2:R(5,9)	0	6	2	3	4	0	0	0	2	1	0	0	3	3	5	1	4	4	0	0	2	2	3	0	1	4	4	2	2	5	2	2	2	0	0	1	4	1	7	1	8	0	8	14	5	2	15	6	3	8	5	6	4	8	3	2	6	2	3	5	8	0	12	3	12	41	4	0	0	6	3	1	2	22	4	14	6	17	14	4	13	5	4	4	6	14
Ins3:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins3:U1:R3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0
Ins3:U1:R4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Ins3:U1:R(5,9)	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Ins3:U3:R1	0	4	3	1	5	0	2	0	2	2	2	1	0	1	9	1	1	1	1	1	0	3	1	0	3	3	2	1	0	2	3	1	0	1	0	0	0	2	3	2	0	1	2	1	1	1	1	1	0	2	2	4	2	1	0	1	3	0	1	3	3	3	3	4	3	3	0	0	1	0	0	3	0	3	2	0	1	5	2	1	2	1	2	0	2	4
Ins3:U3:R2	1	1	1	0	0	0	0	0	1	1	0	0	0	0	3	1	0	1	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	2	0	0	0
Ins3:U3:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Ins3:U3:R4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0
Ins3:U3:R(5,9)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	2	0	1	0	3	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	0	0	1	1	0	1	1	2	0	1	0	0	0	0	0	0	0	0	1
Ins4:U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U1:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Ins4:U2:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U2:R(5,9)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins4:U4:R1	2	4	0	0	1	0	3	0	2	1	0	1	0	0	3	3	6	3	2	0	2	1	2	0	0	4	6	1	2	6	1	1	0	0	3	0	2	0	1	1	4	2	4	3	3	3	3	2	3	4	4	6	2	3	2	2	6	3	3	8	2	1	4	1	6	4	0	2	2	4	0	2	2	2	4	3	2	1	4	1	1	0	1	0	3	3
Ins4:U4:R2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Ins4:U4:R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ins4:U4:R4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	3
Ins4:U4:R(5,9)	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	1	1	0	1	2	0	0	1	0	1	0	0	2	0	0	1	0	1	1	0	1	0	1	1	1	1	3	0	0	0	1	0	0	0	2	1	1	1	0	0	1	1	0	1	3	0	2
Ins(5,):U1:R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
